ID,Value_lang,ReqID,ParentWidgetID
15073,,598,4641
15089,,19,4652
15090,,273,4652
15091,,208,4652
15092,,2,4675
15093,,3,4675
15094,,4,4675
15095,,19,4676
15096,,273,4676
15097,,208,4676
15098,,19,4677
15099,,273,4677
15100,,208,4677
15101,,52,4682
15102,,394,4682
15103,,52,4684
15104,,394,4684
15108,,19,4692
15109,,273,4692
15110,,208,4692
15111,,19,4694
15112,,273,4694
15113,,208,4694
15114,,52,4695
15115,,394,4695
15142,,275,5383
15143,,275,5384
15144,,221,5385
15145,,223,5385
15146,,225,5385
15147,,227,5385
15148,,229,5385
15149,,231,5385
15150,,233,5385
15151,,235,5385
15152,,237,5385
15153,,239,5385
15154,,240,5385
15155,,241,5385
15156,,242,5385
15157,,243,5385
15158,,244,5385
15159,,245,5385
15160,,246,5385
15161,,247,5385
15162,,248,5385
15163,,249,5385
15164,阴郁沙滩钥焰,19,5386
15165,捐献光耀残渣以控制该地点。,208,5386
15166,,273,5386
15179,真菌田野钥焰,19,5479
15180,捐献光耀残渣以控制该地点。,208,5479
15181,,273,5479
15431,圣光之荣钥焰,19,5480
15432,捐献光耀残渣以控制该地点。,208,5480
15433,,273,5480
15434,旋辉田野钥焰,19,5481
15435,捐献光耀残渣以控制该地点。,208,5481
15436,,273,5481
15437,,19,5482
15438,,208,5482
15439,有东西要来了……,273,5482
15440,%0ss,433,5483
15441,,434,5483
15442,观众的认可：,19,5484
15443,,273,5484
15444,,208,5484
15445,踢飞小动物,19,5485
15446,剩余时间,273,5485
15447,,208,5485
15448,,19,5486
15449,地下堡强化,273,5486
15450,|cffffffff地下堡强化|r|n消灭敌人可获得能量，填满能量条便可释放一股涌动的能量！,208,5486
15452,,19,5488
15453,强化激活！,273,5488
15454,|cffffffff地下堡强化|r|n消灭敌人可获得能量，填满能量条便可释放一股涌动的能量！,208,5488
15462,|Hspell:431294|h,212,5490
15463, ,277,5490
15464,,15,5490
15478,,19,5497
15479,剩余时间,273,5497
15480,,208,5497
15481,,19,5498
15482,剩余时间,273,5498
15483,,208,5498
15499,燃灯者的祝福,19,5504
15500,关闭的收割机器人,273,5504
15501,,208,5504
15511,小型钥焰,19,5508
15512,小型钥焰,273,5508
15513,,208,5508
15533,,275,5513
15542,,19,5516
15543,,273,5516
15544,,208,5516
15564,,584,5523
15565,布莱恩·铜须完成地下堡可获得经验值，并且每次升级都会解锁新技能。,585,5523
15566,,598,5523
15591,,418,5526
15592,%0ss,433,5527
15593,,434,5527
15601,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5531
15602,,394,5531
15603,奖励,52,5532
15604,,394,5532
15607,|cff20ff20心能导流器|r,52,5535
15608,,394,5535
15609,钥焰剩余时间,19,5528
15610,,273,5528
15611,,208,5528
15612,钥焰剩余时间,19,5536
15613,,273,5536
15614,,208,5536
15615,钥焰剩余时间,19,5537
15616,,273,5537
15617,,208,5537
15618,钥焰剩余时间,19,5538
15619,,273,5538
15620,,208,5538
15624,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5540
15625,,394,5540
15635,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5544
15636,,394,5544
15637,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5545
15638,,394,5545
15639,小型钥焰,19,5546
15640,小型钥焰,273,5546
15641,,208,5546
15658,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5555
15659,,394,5555
15660,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5556
15661,,394,5556
15662,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5557
15663,,394,5557
15664,|TInterface\ICONS\Inv_Farm_PumpkinSeed_Blue.blp:24|t  |cFF0070dd饱满的梦境之种|r,52,5558
15665,,394,5558
15678,钥焰剩余时间,19,5563
15679,,273,5563
15680,,208,5563
15681,Test Tug of War Widget,642,5564
15682,,645,5564
15683,,646,5564
15684,炬光矿脉钥焰,19,5565
15685,捐献光耀残渣以控制该地点。,208,5565
15686,,273,5565
15687,褪影海岸钥焰,19,5566
15688,捐献光耀残渣以控制该地点。,208,5566
15689,,273,5566
15690,暮升辽原钥焰,19,5567
15691,捐献光耀残渣以控制该地点。,208,5567
15692,,273,5567
15693,钥焰剩余时间,19,5568
15694,,273,5568
15695,,208,5568
15696,钥焰剩余时间,19,5569
15697,,273,5569
15698,,208,5569
15699,钥焰剩余时间,19,5570
15700,,273,5570
15701,,208,5570
15702,,621,5571
15703,,622,5571
15704,,627,5571
15705,收集的书典：%42241e|n下一部书典：,52,5572
15706,,394,5572
15707,第%25671w波  ,52,5573
15708,,394,5573
15709,维护元素的平衡，让你能够安全进行发掘。,642,4796
15710,地,645,4796
15711,水,646,4796
15712,维护元素的平衡，让你能够安全进行发掘。,642,5574
15713,火,645,5574
15714,地,646,5574
15715,维护元素的平衡，让你能够安全进行发掘。,642,5575
15716,水,645,5575
15717,风,646,5575
15718,维护元素的平衡，让你能够安全进行发掘。,642,5576
15719,水,645,5576
15720,火,646,5576
15721,维护元素的平衡，让你能够安全进行发掘。,642,5577
15722,风,645,5577
15723,火,646,5577
15724,维护元素的平衡，让你能够安全进行发掘。,642,5578
15725,风,645,5578
15726,火,646,5578
15727,维护元素的平衡，让你能够安全进行发掘。,642,5579
15728,地,645,5579
15729,水,646,5579
15730,维护元素的平衡，让你能够安全进行发掘。,642,5580
15731,火,645,5580
15732,地,646,5580
15733,维护元素的平衡，让你能够安全进行发掘。,642,5581
15734,水,645,5581
15735,风,646,5581
15736,维护元素的平衡，让你能够安全进行发掘。,642,5582
15737,水,645,5582
15738,火,646,5582
15739,,19,5583
15740,,273,5583
15741,,208,5583
15742,收集书页：,19,5515
15743,,273,5515
15744,,208,5515
15745,即将开始：%25536ha,52,5584
15746,,394,5584
15747,即将开始：%25536ha,52,5585
15748,,394,5585
15751,剩余时间：%25258ha,52,5587
15752,,394,5587
15753,一个致命的敌人出现了！,52,5588
15754,,394,5588
15755,|n埃德霍·戴利格瑞治提供每周任务奖励：,52,5589
15756,,394,5589
15760,|cFFFFFFFF迷之碎片|r,56,5590
15761,,57,5590
15762,,59,5590
15763,,60,5590
15764,,62,5590
15765,,63,5590
15766,,67,5590
15767,,66,5590
15768,|cFFFFFFFF5000|r,72,5590
15769,,73,5590
15770,,74,5590
15771,,75,5590
15772,激活,52,5592
15773,,394,5592
15778,,19,5505
15779,剩余时间,273,5505
15780,,208,5505
15781,,19,5500
15782,剩余时间,273,5500
15783,,208,5500
15784,,19,5501
15785,剩余时间,273,5501
15786,,208,5501
15787,,19,5509
15788,剩余时间,273,5509
15789,,208,5509
15790,,19,5525
15791,剩余时间,273,5525
15792,,208,5525
15793,,19,5518
15794,剩余时间,273,5518
15795,,208,5518
15796,,212,5597
15797,,277,5597
15808,,19,5602
15809,,273,5602
15810,,208,5602
15811,文字样本,584,5603
15812,副文字样本,585,5603
15813,Test Tooltip,598,5603
15814,,212,5604
15815,,277,5604
15816,,19,5605
15817,,208,5605
15818,冷却,273,5605
15819,,19,5606
15820,,208,5606
15821,冷却,273,5606
15822,,19,5607
15823,,208,5607
15824,冷却,273,5607
15834,,19,5611
15835,,273,5611
15836,,208,5611
15837,,19,5612
15838,,273,5612
15839,,208,5612
15840,,19,5613
15841,剩余时间,273,5613
15842,,208,5613
15843,,19,5614
15844,剩余时间,273,5614
15845,,208,5614
15846,小型钥焰,19,5615
15847,小型钥焰,273,5615
15848,,208,5615
15849,渴望未消,19,5616
15850,,273,5616
15851,,208,5616
15902,下一个奖励：,52,5637
15903,,394,5637
15914,250,56,5641
15915,完成“船长之令”任务可以获得珍宝。,57,5641
15916,,59,5641
15917,,60,5641
15918,,62,5641
15919,,63,5641
15920,,67,5641
15921,,66,5641
15922,船长之令奖励：,72,5641
15923,,73,5641
15924,,74,5641
15925,,75,5641
15926,800,56,5642
15927,每天第一次完成“船长之令”任务可以获得额外的珍宝。,57,5642
15928,,59,5642
15929,,60,5642
15930,,62,5642
15931,,63,5642
15932,,67,5642
15933,,66,5642
15934,每日达布隆币奖励：,72,5642
15935,,73,5642
15936,,74,5642
15937,,75,5642
15938,,621,5645
15939,,622,5645
15940,,627,5645
15941,,621,5646
15942,,622,5646
15943,,627,5646
15944,,621,5647
15945,,622,5647
15946,,627,5647
15947,距离演出开始：,433,5648
15948,,434,5648
15951,,19,5650
15952,,273,5650
15953,,208,5650
15956,已强化圣盾钥焰,19,5651
15957,,273,5651
15958,,208,5651
15961,已强化希尔海姆钥焰,19,5652
15962,,273,5652
15963,,208,5652
15964,,19,5664
15965,剩余时间,273,5664
15966,,208,5664
15967,,19,5665
15968,剩余时间,273,5665
15969,,208,5665
15976,,19,5668
15977,剩余时间,273,5668
15978,,208,5668
15979,,19,5669
15980,剩余时间,273,5669
15981,,208,5669
15982,觉醒,52,5670
15983,,394,5670
16029,觉醒,52,5674
16030,,394,5674
16031,觉醒,52,5675
16032,,394,5675
16033,距离第2赛季开始还有：,19,5676
16034,,273,5676
16035,地下堡第2赛季即将开始，带来全新的挑战、珍玩和更高物品等级的奖励！,208,5676
16041,在多恩岛完成%43671e个世界任务以解锁,52,5678
16042,,394,5678
16061,你的生命值提高了|n你技能的伤害值提高了,52,5683
16062,,394,5683
16063,|cff00ff00本场比赛获得+%3011c（2倍）点声望值|r|n与等待区域的达卡什·暗账交谈，浏览奖励,52,5684
16064,,394,5684
16065,,19,5685
16066,|Hspell:443862|h,208,5685
16067,燃料将尽！,273,5685
16070,|Hspell:443868|h,212,5687
16071, ,277,5687
16072,,15,5687
16081,风暴停止了！,19,3476
16082,,273,3476
16083,,208,3476
16084,,212,5693
16085,,277,5693
16095,,204,5698
16096,,205,5698
16100,击败凝结之忆,52,5700
16101,,394,5700
16102,残余记忆,52,5701
16103,,394,5701
16104,,212,5702
16105,,277,5702
16106,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25429ha|r|n|n%453315sd,212,5703
16107,,277,5703
16122,凿界者,52,5710
16123,,394,5710
16124,世界之魂幻象|n|n土灵和其他泰坦造物一起将艾泽拉斯变为了如今的形态。,52,5711
16125,,394,5711
16126,剩余时间,19,5712
16127,,273,5712
16128,,208,5712
16148,上古之神,52,5715
16149,,394,5715
16150,剩余时间,19,5716
16151,,273,5716
16152,,208,5716
16153,世界之魂幻象|n|n在圣光未曾到来的久远之日里，上古之神的追随者曾在这些洞窟中生生不息。,52,5717
16154,,394,5717
16155,偏远水域之嗣,52,5718
16156,,394,5718
16157,找回的补给品,52,5719
16158,|cffffffff找回的补给品|r|n找到的补给品可以在地下堡中帮助你！,394,5719
16159,,212,5720
16160,,277,5720
16175,世界之魂幻象|n|n在所有剑鱼人部落中，只有生性凶悍的蜃鱼人能够抵抗艾萨拉的追随者。,52,5729
16176,,394,5729
16177,剩余时间,19,5730
16178,,273,5730
16179,,208,5730
16194,在多恩岛完成%43672e个世界任务以解锁,52,5732
16195,,394,5732
16196,在喧鸣深窟完成%43675e个世界任务以解锁,52,5733
16197,,394,5733
16198,在喧鸣深窟完成%43676e个世界任务以解锁,52,5734
16199,,394,5734
16200,在陨圣峪完成%43677e个世界任务以解锁,52,5735
16201,,394,5735
16202,在陨圣峪完成%43678e个世界任务以解锁,52,5736
16203,,394,5736
16204,在艾基-卡赫特完成%43679e个世界任务以解锁,52,5737
16205,,394,5737
16206,在艾基-卡赫特完成%43680e个世界任务以解锁,52,5738
16207,,394,5738
16208,击败女王之眼：%26054w/%26053w,52,5739
16209,揭露并击败女王之眼，确保能和尼兹雷克安全会面。,394,5739
16210,,212,5740
16211,,277,5740
16218,,212,5743
16219,,277,5743
16220,,212,5744
16221,,277,5744
16222,,212,5745
16223,,277,5745
16224,,212,5746
16225,,277,5746
16226,,212,5747
16227,,277,5747
16228,,212,5748
16229,0,277,5748
16236,,212,5752
16237,0,277,5752
16238,,212,5753
16239,0,277,5753
16240,,212,5754
16241,0,277,5754
16242,,212,5755
16243,0,277,5755
16244,,212,5756
16245,0,277,5756
16246,,212,5757
16247,0,277,5757
16248,,212,5758
16249,0,277,5758
16250,,212,5759
16251,0,277,5759
16256,世界之魂幻象|n|n这些洞窟曾是凶猛生物的家园，它们在掠食的轮回中困苦挣扎，最终走向了自己的灭亡。,52,5762
16257,,394,5762
16258,剩余时间,19,5763
16259,,273,5763
16260,,208,5763
16261,恐龙的晚餐,52,5764
16262,,394,5764
16263,元素之怒,52,5765
16264,,394,5765
16265,剩余时间,19,5766
16266,,273,5766
16267,,208,5766
16268,世界之魂幻象|n|n在受到机语者的控制之前，元素生物曾在这块版图中自在遨游，用它们的原始力量改造着土地的形态。,52,5767
16269,,394,5767
16378,重创之魂,52,5822
16379,,394,5822
16380,剩余时间,19,5823
16381,,273,5823
16382,,208,5823
16383,世界之魂幻象|n|n萨格拉斯将巨剑刺入艾泽拉斯的深处时，它也玷污了这个世界的命脉之血，由此释放的异变时至今日仍在回响。,52,5824
16384,,394,5824
16385,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25434ha|r|n|n%453315sd,212,5825
16386,,277,5825
16387,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25438ha|r|n|n%453315sd,212,5826
16388,,277,5826
16389,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25427ha|r|n|n%453315sd,212,5827
16390,,277,5827
16391,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25428ha|r|n|n%453315sd,212,5828
16392,,277,5828
16393,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25426ha|r|n|n%453315sd,212,5829
16394,,277,5829
16395,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25431ha|r|n|n%453315sd,212,5830
16396,,277,5830
16397,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25435ha|r|n|n%453315sd,212,5831
16398,,277,5831
16399,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25437ha|r|n|n%453315sd,212,5832
16400,,277,5832
16401,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25432ha|r|n|n%453315sd,212,5833
16402,,277,5833
16403,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25433ha|r|n|n%453315sd,212,5834
16404,,277,5834
16405,|Hspell:430253|h|cnDARKYELLOW_FONT_COLOR:剩余时间：%25436ha|r|n|n%453315sd,212,5835
16406,,277,5835
16423,世界之魂幻象|n|n蛛魔女王公然摒弃了上古之神，它们便发起了凶狠的报复，释放它们的力量，其他将蛛魔收回掌中。,52,5844
16424,,394,5844
16425,剩余时间,19,5845
16426,,273,5845
16427,,208,5845
16428,古神弃绝者,52,5846
16429,,394,5846
16430,你将获得艾泽拉斯的回忆的幻象，持续5分钟。,212,5847
16431,艾泽拉斯的幻象,277,5847
16432,你将获得|cFFFFFFFF5倍|r的宝匣钥匙碎片。,212,5848
16433,五倍奖励,277,5848
16434,世界之魂本能地抵触你的存在，死亡会|cFFFFFFFF立即将你移出|r幻象。,212,5849
16435,史诗挑战,277,5849
16438,将逢敌手正在上演！快来加入演员和剧组吧！,52,5851
16439,,394,5851
16440,剧场巡演正在表演剧目。,52,5852
16441,,394,5852
16442,下一场：%24981ha,52,5853
16443,,394,5853
16457,|TInterface\Icons\INV_Misc_Bone_HumanSkull_02:14:14:2:0|t  %448783as 消灭数量,584,5858
16458,,585,5858
16459,,598,5858
16465,|TInterface\Icons\INV_Misc_Coin_01:14:14:2:0|t  %3011c 珍宝,584,5673
16466,,585,5673
16467,每场比赛获得的珍宝总数，当你的队伍获胜或被淘汰时能够获得。,598,5673
16468,你将获得艾泽拉斯的回忆的幻象，持续5分钟。,212,5861
16469,艾泽拉斯的幻象,277,5861
16470,上古探险者,52,5862
16471,,394,5862
16472,剩余时间,19,5863
16473,,273,5863
16474,,208,5863
16475,世界之魂幻象|n|n许多人被这里广袤的荒野和丰富的资源所吸引，冒险来到这片土地，然而以此为家的人却寥寥无几。,52,5864
16476,,394,5864
16477,%0ss,433,5865
16478,,434,5865
16507,击败奥妮克希亚的记忆,52,5868
16508,,394,5868
16509,光耀回响,52,5869
16510,,394,5869
16523,击败巫妖王的记忆,52,5871
16524,,394,5871
16525,击败凝结之忆,52,5872
16526,,394,5872
16527,残余记忆,52,5873
16528,,394,5873
16529,光耀回响,52,5874
16530,,394,5874
16543,击败拉格纳罗斯的记忆,52,5876
16544,,394,5876
16545,击败凝结之忆,52,5877
16546,,394,5877
16547,光耀回响,52,5878
16548,,394,5878
16549,残余记忆,52,5879
16550,,394,5879
16551,稳定度,19,5880
16552,,273,5880
16553,背上沉重的背包让你很难保持稳定！稳定度过低会导致你跌跌撞撞。耗尽稳定度会让背包掉落！,208,5880
16562,,212,5883
16563,0,277,5883
16568,,212,5886
16569,,277,5886
16570,,212,5887
16571,,277,5887
16574,,212,5889
16575,,277,5889
16576,,19,5890
16577,%2601fn,273,5890
16578,当前在纺丝者的声望。,208,5890
16579,,212,5891
16580,,277,5891
16581,,212,5892
16582,,277,5892
16583,,212,5893
16584,,277,5893
16587,,212,5895
16588,,277,5895
16589,,19,5896
16590,%2605fn,273,5896
16591,当前在将军的声望。,208,5896
16592,,212,5897
16593,,277,5897
16594,,212,5898
16595,,277,5898
16596,,212,5899
16597,,277,5899
16600,,212,5901
16601,,277,5901
16602,,19,5902
16603,%2607fn,273,5902
16604,当前在宰相的声望。,208,5902
16605,,212,5903
16606,,277,5903
16610,,19,5905
16611,,273,5905
16612,,208,5905
16616,碎点者就位,52,5906
16617,,394,5906
16653,地下堡开始,584,5921
16654,地匍矿洞（难度 %68030yc）,585,5921
16655,,598,5921
16659,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25429ha|n|n%453315sd,52,5923
16660,,394,5923
16661,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25427ha|n|n%453315sd,52,5925
16662,,394,5925
16663,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25426ha|n|n%453315sd,52,5927
16664,,394,5927
16665,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25431ha|n|n%453315sd,52,5929
16666,,394,5929
16667,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25432ha|n|n%453315sd,52,5931
16668,,394,5931
16669,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25434ha|n|n%453315sd,52,5933
16670,,394,5933
16671,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25428ha|n|n%453315sd,52,5935
16672,,394,5935
16673,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25435ha|n|n%453315sd,52,5937
16674,,394,5937
16675,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25433ha|n|n%453315sd,52,5939
16676,,394,5939
16677,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25438ha|n|n%453315sd,52,5941
16678,,394,5941
16679,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25437ha|n|n%453315sd,52,5943
16680,,394,5943
16681,该地下堡含有额外宝箱，可以使用修复的宝匣钥匙开启。|n剩余时间：%25436ha|n|n%453315sd,52,5945
16682,,394,5945
16683,社区贡献,19,5959
16684,,273,5959
16685,,208,5959
16686,进度,19,5960
16687,,273,5960
16688,,208,5960
16689,,212,5961
16690,奖励名称,277,5961
16756,在多恩岛完成%43673e个世界任务以解锁。,52,5983
16757,,394,5983
16758,在多恩岛完成%43674e个世界任务以解锁。,52,5984
16759,,394,5984
16760,腐朽累积,19,5985
16761,,208,5985
16762,,273,5985
16765,捷径资源,19,5987
16766,,273,5987
16767,捐赠携带的矿石，为你和信使同行建立一条临时捷径。,208,5987
16768,%0ss,433,5988
16769,距离下一步还剩：,434,5988
16773,%0ss,433,5986
16774,距离下一步还剩：,434,5986
16775,%0ss,433,5990
16776,距离下一步还剩：,434,5990
16777,%0ss,433,5991
16778,距离结束还剩：,434,5991
16779,,621,5992
16780,,622,5992
16781,,627,5992
16782,,621,5993
16783,,622,5993
16784,,627,5993
16785,,621,5994
16786,,622,5994
16787,,627,5994
16788,,621,5995
16789,,622,5995
16790,,627,5995
16791,,621,5996
16792,,622,5996
16793,,627,5996
16794,,621,5997
16795,,622,5997
16796,,627,5997
16797,,621,5998
16798,,622,5998
16799,,627,5998
16800,,621,5999
16801,,622,5999
16802,,627,5999
16803,当前贡献阶段解锁：,52,6000
16804,,394,6000
16805,Theme: [PH],52,6001
16806,,394,6001
16807,剩余时间：%26210ht,52,6002
16808,,394,6002
16809,奖励：,52,6003
16810,,394,6003
16811,剩余时间：%26211ht,52,6004
16812,,394,6004
16813,剩余时间：%26211ht,52,6005
16814,,394,6005
16815,剩余时间：%26211ht,52,6006
16816,,394,6006
16817,剩余时间：%26222ht,52,6007
16818,,394,6007
16819,剩余时间：%26223ht,52,6008
16820,,394,6008
16821,剩余时间：%26224ht,52,6009
16822,,394,6009
16823,剩余时间：%26225ht,52,6010
16824,,394,6010
16825,剩余时间：%26226ht,52,6011
16826,,394,6011
16827,剩余时间：%26227ht,52,6012
16828,,394,6012
16832,,19,6014
16833,,273,6014
16834,,208,6014
16835,,204,6015
16836,,205,6015
16837,世界任务与事件已解锁,584,6016
16838,卡兹阿加需要你的帮助！查看地图寻找各种新活动。,585,6016
16839,,598,6016
16840,,204,6017
16841,,205,6017
16842,土灵同盟种族任务可用,584,6018
16843,完成成就同盟种族：土灵，招募土灵加入你的战团。,585,6018
16844,,598,6018
16845,,204,6019
16846,,205,6019
16847,冒险模式已解锁,584,6020
16848,你将来的角色可以以任意顺序完成各个区域的任务，而且可以立即参与世界任务。,585,6020
16849,,598,6020
16850,,204,6021
16851,,205,6021
16852,,212,6023
16853,,277,6023
16854,|Hspell:456037|h|n|cnWHITE_FONT_COLOR:影响的敌群：1|r,212,6029
16855,0,277,6029
16856,完成订立契约任务，开启艾基-卡赫特世界任务。,52,6031
16857,,394,6031
16858,燃料,19,6032
16859,,273,6032
16860,燃料,208,6032
16861,燃料,19,6033
16862,,273,6033
16863,燃料,208,6033
16864,燃料,19,6034
16865,,273,6034
16866,燃料,208,6034
16870,,19,6036
16871,,273,6036
16872,,208,6036
16884,备战斯卡丁狂潮！,52,6041
16885,,394,6041
16888,状态栏：文本,19,6042
16889,,273,6042
16890,消灭敌人,208,6042
16891,当前优惠结束时间：,19,6043
16892,,208,6043
16893,,273,6043
16898,当前优惠结束时间：,19,6046
16899,,273,6046
16900,,208,6046
16903,激活事件,19,6048
16904,进行捐献，资助事件,208,6048
16905,,273,6048
16906,,204,6049
16907,,205,6049
16908,,204,6050
16909,,205,6050
16910,,204,6051
16911,,205,6051
16912,,204,6052
16913,,205,6052
16914,,204,6053
16915,,205,6053
16916,,204,6054
16917,,205,6054
16918,,204,6055
16919,,205,6055
16920,,204,6057
16921,,205,6057
16922,,204,6058
16923,,205,6058
16924,,204,6059
16925,,205,6059
16926,,204,6060
16927,,205,6060
16928,,621,6061
16929,,622,6061
16930,,627,6061
16931,,204,6062
16932,,205,6062
16947,%25810w/%26669w名玩家已就绪,52,6065
16948,,394,6065
16949,,19,6066
16950,,273,6066
16951,,208,6066
16976,,257,6069
16977,击败在龙骨荒野造成混乱的光耀回响。,258,6069
16978,击败在龙骨荒野造成混乱的光耀回响。,262,6069
16979,,261,6069
16980,,264,6069
16981,击败在龙骨荒野造成混乱的光耀回响。,265,6069
16982,,267,6069
16983,击败在龙骨荒野造成混乱的光耀回响。,268,6069
16984,,270,6069
16985,击败在龙骨荒野造成混乱的光耀回响。,271,6069
16986,,570,6069
16987,击败在龙骨荒野造成混乱的光耀回响。,571,6069
16988,,257,6070
16989,击败在龙骨荒野造成混乱的光耀回响。,258,6070
16990,击败在龙骨荒野造成混乱的光耀回响。,262,6070
16991,,261,6070
16992,,264,6070
16993,击败在龙骨荒野造成混乱的光耀回响。,265,6070
16994,,267,6070
16995,击败在龙骨荒野造成混乱的光耀回响。,268,6070
16996,,270,6070
16997,击败在龙骨荒野造成混乱的光耀回响。,271,6070
16998,,570,6070
16999,击败在龙骨荒野造成混乱的光耀回响。,571,6070
17002,,212,6072
17003,0,277,6072
17004,化生台解锁时间：,19,6073
17005,,273,6073
17006,,208,6073
17009,,212,6075
17010,,277,6075
17011,%2640fn,584,6076
17012,完成地下堡以提高布莱恩的战斗能力。|n|n当前进度：|cnWHITE_FONT_COLOR:%40859e/%40860e|r,585,6076
17013,,598,6076
17014,捷径资源,19,6077
17015,,273,6077
17016,捐赠携带的矿石，为你和信使同行建立一条临时捷径。,208,6077
17017,%2640fn,584,6078
17018,布莱恩·铜须的能力与力量已达到最大！,585,6078
17019,,598,6078
17020,,212,6079
17021,,277,6079
17024,test,2,6080
17025,,3,6080
17026,,4,6080
17027,|TInterface/Icons/UI_MajorFactions_Storm:32|t多恩诺嘉尔议会,52,6080
17028,,394,6080
17029,test,2,6081
17030,,3,6081
17031,,4,6081
17032,|TInterface/Icons/UI_MajorFactions_Candle:32|t邃渊协盟,52,6081
17033,,394,6081
17034,test,2,6082
17035,,3,6082
17036,,4,6082
17037,|TInterface/Icons/UI_MajorFactions_Flame:32|t陨圣峪阿拉希人,52,6082
17038,,394,6082
17039,test,2,6083
17040,,3,6083
17041,,4,6083
17042,|TInterface/Icons/UI_MajorFactions_Web:32|t斩离之丝,52,6083
17043,,394,6083
17044,,212,6084
17045,,277,6084
17052,,212,6088
17053,,277,6088
17054,,212,6089
17055,,277,6089
17056,,212,6090
17057,,277,6090
17058,,212,6091
17059,,277,6091
17060,,212,6092
17061,,277,6092
17062,,212,6093
17063,,277,6093
17078,,212,6095
17079,,277,6095
17080,,212,6096
17081,,277,6096
17104,捷径资源,19,6108
17105,,273,6108
17106,捐赠携带的矿石，为你和信使同行建立一条临时捷径。,208,6108
17115,|Hspell:456037|h|n|cnWHITE_FONT_COLOR:影响的敌群：2|r,212,6113
17116,0,277,6113
17117,|Hspell:456037|h|n|cnWHITE_FONT_COLOR:影响的敌群：3|r,212,6114
17118,0,277,6114
17119,|Hspell:456037|h|n|cnWHITE_FONT_COLOR:影响的敌群：4|r,212,6115
17120,0,277,6115
17121,|Hspell:456037|h|n|cnWHITE_FONT_COLOR:影响的敌群：5|r,212,6116
17122,0,277,6116
17131,光耀回响已经平息。返回达拉然，或者消灭残留记忆。|n%26402ht后，记忆就会在尘泥沼泽重新涌现。,52,6121
17132,,394,6121
17133,光耀回响已经平息。返回达拉然，或者消灭残留记忆。|n%26392ht后，记忆就会在灼热峡谷重新涌现。,52,6122
17134,,394,6122
17135,光耀回响已经平息。返回达拉然，或者消灭残留记忆。|n%26390ht后，记忆就会在龙骨荒野重新涌现。,52,6123
17136,,394,6123
17137,捷径资源,19,6124
17138,,273,6124
17139,捐赠携带的矿石，为你和信使同行建立一处临时隐形力场。,208,6124
17147,- 名望等级：|cFFFFFFFF%2900c|r,52,6127
17148,,394,6127
17149,- 名望等级：|cFFFFFFFF%2898c|r,52,6128
17150,,394,6128
17151,- 名望等级：|cFFFFFFFF%2901c|r,52,6129
17152,,394,6129
17153,- 名望等级：|cFFFFFFFF%2904c|r,52,6130
