Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID
,击败库洛格·恐怖图腾（史诗化身巨龙牢窟）,,16392,2522,-1,0,15469,0,0,1,48,136243,0,138299,0,0
,击败巢穴守护者迪乌尔娜（史诗化身巨龙牢窟）,,16393,2522,-1,0,15469,0,0,1,52,136243,0,138301,0,0
,击败莱萨杰丝（史诗化身巨龙牢窟）,,16394,2522,-1,0,15469,0,0,1,56,136243,0,138303,0,0
从化身巨龙牢窟收集一套护甲套装。,劳苦时尚,,16395,-1,-1,0,15259,0,10,131072,47,4630363,0,138313,0,0
完成下列可选的索德拉苏斯故事线。,旅居索德拉苏斯,,16398,-1,-1,0,15455,0,10,0,23,4672499,0,138319,0,0
帮助拉宾斯找回他的魔力。,爱你，拉宾斯,,16399,-1,-1,0,15117,0,5,131072,18,4452489,0,138328,0,0
探索觉醒海岸，走过世界地图中被遮住的各个角落。,探索觉醒海岸,,16400,-1,-1,0,15465,0,10,2097152,9,4672500,0,138330,0,0
完成下列可选的觉醒海岸故事线。,旅居觉醒海岸,,16401,-1,-1,0,15455,0,10,0,20,3953208,0,138349,0,0
击败红玉新生法池的梅莉杜莎·寒妆的房间的40只注能龙崽后再击败她（史诗难度）。,40点DKP,,16402,2521,-1,0,15467,0,10,0,40,4397694,0,138347,0,0
发现并种植三株强韧的蘑菇，然后用腐朽打击摧毁它们，然后再击败蕨皮山谷的腐朽主母怒眼（史诗难度）。,腐朽存于万物,,16404,2520,-1,0,15467,0,10,0,33,134052,0,138865,0,0
完成下列可选的欧恩哈拉平原故事线。,旅居欧恩哈拉平原,,16405,-1,-1,0,15455,0,10,0,21,4687627,0,138360,0,0
聆听下列觉醒海岸居民讲述的故事。,故事的全貌,,16406,-1,-1,0,15465,0,10,0,33,4549126,0,138369,0,0
在惊扰湿地营救全部五只泡泡里的小鸭子。,一起学鸭叫,,16409,-1,-1,0,15465,0,5,0,35,4048818,0,138374,0,0
在场景战役“围攻灭龙要塞”的第一阶段，给牛肉喂食20份牛肉零食。,围攻灭龙要塞：零食攻击,,16410,-1,-1,0,15465,0,5,131072,25,134062,0,138391,0,0
完成“围攻灭龙要塞”场景战役。,围攻灭龙要塞：甜蜜之家,,16411,-1,-1,0,15465,0,10,131072,23,1394891,0,138393,0,0
在灭龙要塞发现所有的贾拉丁石板。,围攻灭龙要塞：凿刻记录,,16412,-1,-1,0,15465,0,5,131072,24,134455,0,138395,0,0
,[HIDDEN] Fates of the Shadowlands Raid Portals,,16414,-1,-1,0,15438,0,0,1310720,83,136243,0,138399,0,0
,<DNT> Cobalt Assembly - Rank 1 - Low,,16415,-1,-1,0,15466,0,0,3145728,396,136243,0,138433,0,0
,<DNT> Cobalt Assembly - Rank 2 - Medium,,16416,-1,-1,0,15466,0,0,3145728,397,136243,0,138435,0,0
,<DNT> Cobalt Assembly - Rank 3 - High,,16417,-1,-1,0,15466,0,0,3145728,398,136243,0,138437,0,0
,<DNT> Cobalt Assembly - Rank 4 - Maximum,,16418,-1,-1,0,15466,0,0,3145728,399,136243,0,138439,0,0
找到5名神秘俘虏并使用酸蚀喷发解救他们，然后见证他们的陨灭，再击败化身巨龙牢窟的瑟娜尔丝，冰冷之息（普通或更高难度）。,我本来想留着当点心,,16419,2522,-1,0,15468,0,10,0,20,2437248,0,138445,0,0
处于觉醒精华效果影响时，为下列欧恩哈拉平原的先祖幽魂呈上供品。,供奉先祖,玩具奖励：欧恩伊尔轻风贤者的炉石,16423,-1,-1,0,15465,0,10,0,36,135946,0,138449,0,0
抚摸欧恩哈拉平原的所有獒犬。,谁是好獒犬？,,16424,-1,-1,0,15465,0,10,0,37,930453,0,138462,0,0
,I'm a Template Character [DNT],,16425,-1,-1,0,92,0,0,20185092,62,136243,0,138482,0,0
强迫注能大厅的吞喉巨蛙变得急饿并吞噬10只好奇的小龙蛙后，再击败它（史诗难度）。,好饿好饿的龙蛙,,16426,2527,-1,0,15467,0,10,0,35,237553,0,138937,0,0
在注能大厅消灭至少三个水流控制单位后，再击败原始海啸（史诗难度）。,漂,,16427,2527,-1,0,15467,0,10,0,36,135861,0,138966,0,0
完成下列可选的碧蓝林海故事线。,旅居碧蓝林海,,16428,-1,-1,0,15455,0,10,0,22,4672495,0,138494,0,0
在你的地区的所有玩家中以排名前0.1%的史诗钥石评分结束“巨龙时代”史诗钥石第1赛季。,雷霆英雄：“巨龙时代”第1赛季,头衔奖励：雷霆英雄,16429,-1,-1,0,15272,0,0,14336,4,618859,0,138513,0,0
在所有玩家都被蕨皮山谷的树口吞噬至少一次后再击败它（史诗难度）。,苦口剖心,,16430,2520,-1,0,15467,0,10,0,32,132103,0,138861,0,0
在“巨龙时代”前夕事件中击败所有元素领主。,元素大敌,,16431,-1,-1,0,15274,0,0,2048,62,132845,0,138528,0,0
在没有被熔炉风暴、熔炉之火、烈焰喷薄、另一名玩家的炽焰护盾，和炽热挥舞的最后一击命中的情况下，击败奈萨鲁斯的熔炉主管戈雷克（史诗难度）。,准备突袭第八季,,16432,2519,-1,0,15467,0,10,0,38,136186,0,139357,0,0
在没有玩家吸收任何奥术宝珠的情况下击败艾杰斯亚学院的维克萨姆斯（史诗难度）。,下课后来找我。,,16434,2526,-1,0,15467,0,10,0,26,1033906,0,138620,0,0
在烧掉的书少于15本的情况下击败奈萨鲁斯的查尔加斯，龙鳞之灾（史诗难度）。,知识……保留下来了？,,16438,2519,-1,0,15467,0,10,0,37,4549131,0,138535,0,0
在让初生的红玉之卵受寒、灼烧、淬火并维持其生命后，击败红玉新生法池的基拉卡和厄克哈特·风脉（史诗难度）。,你是我的巢母吗？,,16440,2521,-1,0,15467,0,10,0,42,4509422,0,138600,0,0
在同时激活两个球门的情况下击败艾杰斯亚学院的克罗兹（史诗难度）。,赛队进球,,16441,2526,-1,0,15467,0,10,0,28,464077,0,138568,0,0
在10秒的间隔内成功孵化并击败来自每个原始元素之卵的副官后，击败化身巨龙牢窟的巢穴守护者迪乌尔娜（普通难度或更高）。,无蛋可孵,,16442,-1,-1,0,15468,0,10,0,23,1385911,0,138538,0,0
在伊斯卡拉的社区盛宴完成100项工作。,监汤者,头衔奖励：监汤者,16443,-1,-1,0,15466,0,10,0,482,4240492,0,138540,0,0
在伊斯卡拉的社区盛宴烹饪出传说品质的汤，然后击败比思奎乌斯。,剩菜的复仇,幻化：大个子基努克的备用长柄杓,16444,-1,-1,0,15466,0,10,0,483,794853,0,138542,0,0
对寒冰水晶使用12次寒冰灭绝者以制造一个非常冰的水晶后，击败碧蓝魔馆的泰拉什·灰翼（史诗难度）。,“冰”肩作战,,16445,2515,-1,0,15467,0,10,0,44,2060147,0,138544,0,0
使用自拍神器和巨龙群岛的下列所有鸟类（以及观鸟者！）拍摄照片。,鸟语花香,头衔奖励：观鸟者,16446,-1,-1,0,15465,0,10,0,22,133707,0,138546,0,0
让一名玩家被5道闪电打击同时击中，并击败一个风暴元素后，击败诺库德阻击战中的狂怒风暴（史诗难度）。,这怎么可能……,,16447,2516,-1,0,15467,0,10,0,46,4554460,0,138570,0,0
,"[DNT] <Hidden> Mythic+ Rating > 0 (Dragonflight, any season)",,16449,-1,-1,0,15428,0,0,9568260,3,136243,0,138574,0,0
摧毁原始化形后再击败化身巨龙牢窟的库洛格·恐怖图腾（普通难度或更高）。,能量归我了！,,16450,2522,-1,0,15468,0,10,0,22,4554441,0,138576,0,0
成功收集两个汇聚的风暴精华并击败汇聚风暴后，击败化身巨龙牢窟的莱萨杰丝，噬雷之龙（普通或更高难度）。,雷龙狂舞,,16451,-1,-1,0,15468,0,10,0,24,1041235,0,139675,0,0
作为一名刚觉醒的龙希尔唤魔师来探索禁忌离岛，走过世界地图中被遮住的各个角落。,同一片天空,,16452,-1,-1,0,15465,0,0,3145728,15,4672496,0,138595,0,0
在奈萨鲁斯的岩浆之牙受巨龙酊剂影响而变异后击败它（史诗难度）。,热液岩浆,,16453,2519,-1,0,15467,0,10,0,39,959797,0,140744,0,0
手持托鲁伊之矛、贝尔可的战斧和萨塔克之弓的情况下，击败诺库德阻击战的提拉和马鲁克（史诗难度）。,马鲁凯的武装,,16456,2516,-1,0,15467,0,10,0,47,615102,0,138925,0,0
探索欧恩哈拉平原，走过世界地图中被遮住的各个角落。,探索欧恩哈拉平原,,16457,-1,-1,0,15465,0,10,2097152,10,4672498,0,138602,0,0
在收集8个浓缩烈风后，击败化身巨龙牢窟的晋升者达瑟雅（普通难度或更高）。,空无一物,,16458,2522,-1,0,15468,0,10,0,21,135863,0,138653,0,0
探索碧蓝林海，走过世界地图中被遮住的各个角落。,探索碧蓝林海,,16460,-1,-1,0,15465,0,10,2097152,11,4672495,0,138622,0,0
在巨龙群岛的风暴事件中击败8个特殊生物。,以暴易暴,,16461,-1,-1,0,15465,0,10,0,69,237589,0,138634,0,0
在艾拉格氏族的全部三个营地位置之间守护他们。,欧恩哈拉之路,,16462,-1,-1,0,15465,0,10,0,41,237385,0,138655,0,0
在觉醒海岸的一场风暴事件中击败被风元素强化的生物。,觉醒海岸的雷暴,,16463,-1,-1,0,15465,0,5,0,72,132845,0,138659,0,0
在队伍中所有宠物达到25级的情况下，在巨龙群岛完成8个宠物对战世界任务。,激战巨龙群岛,,16464,-1,-1,0,15119,0,10,135168,3,652174,0,138662,0,0
在觉醒海岸的一场风暴事件中击败被土元素强化的生物。,觉醒海岸的沙暴,,16465,-1,-1,0,15465,0,5,0,73,451165,0,138667,0,0
在觉醒海岸的一场风暴事件中击败被火元素强化的生物。,觉醒海岸的火焰风暴,,16466,-1,-1,0,15465,0,5,0,74,460952,0,138673,0,0
在觉醒海岸的一场风暴事件中击败被水元素强化的生物。,觉醒海岸的雪暴,,16467,-1,-1,0,15465,0,5,0,75,135783,0,138675,0,0
完成下列觉醒海岸风暴成就。,逐风觉醒海岸,,16468,-1,-1,0,15465,0,10,0,71,4672500,0,138677,0,0
在碧蓝林海堆个雪人。,你想不想堆个雪人？,,16474,-1,-1,0,15465,0,5,0,45,655957,0,138682,0,0
在欧恩哈拉平原的一场风暴事件中击败被风元素强化的生物。,欧恩哈拉平原的雷暴,,16475,-1,-1,0,15465,0,5,0,77,132845,0,138684,0,0
完成下列欧恩哈拉平原风暴成就。,逐风欧恩哈拉平原,,16476,-1,-1,0,15465,0,10,0,76,4672498,0,138692,0,0
在欧恩哈拉平原的一场风暴事件中击败被土元素强化的生物。,欧恩哈拉平原的沙暴,,16477,-1,-1,0,15465,0,5,0,78,451165,0,138686,0,0
在欧恩哈拉平原的一场风暴事件中击败被火元素强化的生物。,欧恩哈拉平原的火焰风暴,,16478,-1,-1,0,15465,0,5,0,79,460952,0,138688,0,0
在欧恩哈拉平原的一场风暴事件中击败被水元素强化的生物。,欧恩哈拉平原的雪暴,,16479,-1,-1,0,15465,0,5,0,80,135783,0,138690,0,0
在碧蓝林海的一场风暴事件中击败被风元素强化的生物。,碧蓝林海的雷暴,,16480,-1,-1,0,15465,0,5,0,82,132845,0,138697,0,0
在碧蓝林海的一场风暴事件中击败被土元素强化的生物。,碧蓝林海的沙暴,,16481,-1,-1,0,15465,0,5,0,83,451165,0,138699,0,0
在碧蓝林海的一场风暴事件中击败被火元素强化的生物。,碧蓝林海的火焰风暴,,16482,-1,-1,0,15465,0,5,0,84,460952,0,138701,0,0
在碧蓝林海的一场风暴事件中击败被水元素强化的生物。,碧蓝林海的雪暴,,16483,-1,-1,0,15465,0,5,0,85,135783,0,138703,0,0
完成下列碧蓝林海风暴成就。,逐风碧蓝林海,,16484,-1,-1,0,15465,0,10,0,81,4672495,0,138705,0,0
在索德拉苏斯的一场风暴事件中击败被风元素强化的生物。,索德拉苏斯的雷暴,,16485,-1,-1,0,15465,0,5,0,87,132845,0,138710,0,0
在索德拉苏斯的一场风暴事件中击败被土元素强化的生物。,索德拉苏斯的沙暴,,16486,-1,-1,0,15465,0,5,0,88,451165,0,138712,0,0
在索德拉苏斯的一场风暴事件中击败被火元素强化的生物。,索德拉苏斯的火焰风暴,,16487,-1,-1,0,15465,0,5,0,89,460952,0,138714,0,0
在索德拉苏斯的一场风暴事件中击败被水元素强化的生物。,索德拉苏斯的雪暴,,16488,-1,-1,0,15465,0,5,0,90,135783,0,138716,0,0
完成下列索德拉苏斯风暴成就。,逐风索德拉苏斯,,16489,-1,-1,0,15465,0,10,0,86,4672499,0,138718,0,0
完成下列风暴成就。,逐风战将,,16490,-1,-1,0,15465,0,10,0,70,572029,0,138723,0,0
完成下列风暴成就。,踏入风暴,,16492,-1,-1,0,15465,0,20,0,61,538566,0,138728,0,0
从下列区域骑乘驯服的猛犸宝宝前往烬琉河的猛犸驯育者塔沃克处。,猛犸蟊贼,,16493,-1,-1,0,15465,0,5,0,48,4034836,0,139400,0,0
在黑曜王座与拉希奥达到最高等级的友谊。,忠于王子,头衔奖励：黑王子密探,16494,-1,-1,0,15466,0,10,131072,281,132768,0,139397,0,0
总共将30枚黑曜钥匙上交给黑曜堡垒各处。,黑曜钥匙大师,,16495,-1,-1,0,15465,0,10,0,49,1379238,0,139390,0,0
在黑曜堡垒和附近的熔岩区域完成下列特殊战斗。,黑曜冠军,,16496,-1,-1,0,15465,0,5,0,50,236326,0,139392,0,0
通过向黑曜堡垒的下列每个人都提交黑曜钥匙来确保你总是胜出。,八面玲珑,,16497,-1,-1,0,15465,0,5,0,51,236352,0,139381,0,0
获得1000份元素涌流。,元素涌流,,16498,-1,-1,0,15465,0,5,0,62,134388,0,138758,0,0
获得2500份元素涌流。,元素满溢,,16499,-1,-1,16498,15465,0,5,0,67,134388,0,138760,0,0
获得5000份元素涌流。,元素过载,,16500,-1,-1,16499,15465,0,10,0,68,134388,0,138762,0,0
在队伍中全部为25级水栖宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛水栖宠物斗士,,16501,-1,-1,0,15119,0,5,131072,107,618981,0,138769,0,0
从原始风暴收集一套护甲。,T台劲风,,16502,-1,-1,0,15259,0,10,131072,81,4628908,0,138767,0,0
在队伍中全部为25级野兽宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛野兽宠物斗士,,16503,-1,-1,0,15119,0,5,131072,108,618972,0,138778,0,0
在队伍中全部为25级小动物宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛小动物宠物斗士,,16504,-1,-1,0,15119,0,5,131072,109,618973,0,138796,0,0
在队伍中全部为25级龙类宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛龙类宠物斗士,,16505,-1,-1,0,15119,0,5,131072,110,618974,0,138805,0,0
在队伍中全部为25级元素宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛元素宠物斗士,,16506,-1,-1,0,15119,0,5,131072,111,618975,0,138816,0,0
在队伍中全部为25级飞行宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛飞行宠物斗士,,16507,-1,-1,0,15119,0,5,131072,112,618976,0,138825,0,0
在队伍中全部为25级人形宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛人形宠物斗士,,16508,-1,-1,0,15119,0,5,131072,113,618977,0,138834,0,0
在队伍中全部为25级魔法宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛魔法宠物斗士,,16509,-1,-1,0,15119,0,5,131072,114,618978,0,138843,0,0
在队伍中全部为25级机械宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛机械宠物斗士,,16510,-1,-1,0,15119,0,5,131072,115,618979,0,138852,0,0
在队伍中全部为25级亡灵宠物的情况下击败巨龙群岛的精英宠物和驯宠师。,巨龙群岛亡灵宠物斗士,,16511,-1,-1,0,15119,0,5,131072,116,618980,0,138787,0,0
完成下列所有成就。,巨龙群岛全谱系宠物斗士,奖励：菲泽斯沃斯女勋爵,16512,-1,-1,0,15119,0,10,135168,117,2103802,200874,138867,0,0
净化注能大厅的进水口后，击败有毒的龙蛙之母（史诗难度）。,水里有毒,,16517,2527,-1,0,15467,0,10,0,34,132104,0,138927,0,0
探索索德拉苏斯，走过世界地图中被遮住的各个角落。,探索索德拉苏斯,,16518,-1,-1,0,15465,0,10,2097152,12,4672499,0,138885,0,0
在巨龙群岛捕捉下列所有战斗宠物。,巨龙群岛猎人,,16519,-1,-1,0,15118,0,5,131072,50,4048818,0,138897,0,0
,10.0 Dragonflight - Expansion Quest Launch (Meet Wrathion/Ebyssian),,16520,-1,-1,0,92,0,0,18087940,56,136243,0,138923,0,0
在龙鳞探险队中达到名望等级25。,真我探险,,16522,-1,-1,0,15466,0,5,0,302,4687628,0,138930,0,0
在马鲁克半人马中达到名望等级25。,入伍可汗卫队,,16528,-1,-1,0,15466,0,5,0,485,4687627,0,138932,0,0
在伊斯卡拉海象人中达到名望等级30。,加入社区,,16529,-1,-1,0,15466,0,5,0,486,4687629,0,138934,0,0
在瓦德拉肯联军中达到名望等级30。,龙群之友,,16530,-1,-1,0,15466,0,5,0,487,4687630,0,138940,0,0
使用一柄伊斯卡拉鱼叉捕鱼时，发现25个大家伙。,大家伙成堆,,16531,-1,-1,16533,15466,0,10,0,253,1387362,0,138946,0,0
在萨贝里安处达到挚友声望。,萨贝里安的挚友,,16532,-1,-1,0,15466,0,5,0,488,4559236,0,138944,0,0
使用一柄伊斯卡拉鱼叉捕鱼时，发现10个大家伙。,好多大家伙,,16533,-1,-1,0,15466,0,10,0,251,4554356,0,138936,0,0
在拉希奥处达到挚友声望。,拉希奥的挚友,,16536,-1,-1,0,15466,0,5,0,489,1394891,0,138948,0,0
在钴蓝集所阵营中达到满声望。,能量全满！,,16537,-1,-1,0,15466,0,5,0,490,1394893,0,138950,0,0
在工匠商盟阵营中达到崇尚声望。,久负盛名,,16539,-1,-1,0,15466,0,5,0,491,134446,0,138952,0,0
完成巨龙群岛的所有洪荒狩猎。,狩猎大师,,16540,-1,-1,0,15466,0,15,0,508,461115,0,138954,0,0
完成100个狩猎步骤。,耐心猎手,,16541,-1,-1,0,15466,0,10,128,505,236183,0,139211,0,0
在每个洪荒狩猎附近找到不满的猎人。,不满的猎人,,16542,-1,-1,0,15466,0,15,0,507,236444,0,139008,0,0
收集所有狩猎伙伴颜色。,五彩缤纷,,16543,-1,-1,0,15466,0,10,0,504,236184,0,139231,0,0
从开始到结束完成一次洪荒狩猎。,洪荒猎手,,16544,-1,-1,0,15466,0,5,0,503,237377,0,139241,0,0
在洪荒狩猎中消灭30个首领。,我最擅长的事,,16545,-1,-1,0,15466,0,15,128,506,4622465,0,138970,0,0
在大家伙目击点发现2只大鱼。,下面是什么？,,16546,-1,-1,0,15466,0,10,0,266,2057311,0,138968,0,0
在拿鱼叉捕鱼时被击倒。,收竿！,,16547,-1,-1,0,15466,0,10,0,272,135860,0,139006,0,0
和一名朋友一起捕捉一条鱼。,你需要的是一名海象人伙伴,,16548,-1,-1,0,15466,0,10,0,274,1911518,0,0,0,0
在四个主要阵营中都达到最大名望等级。,群岛名人,,16549,-1,-1,0,15466,0,40,0,481,1380676,0,139163,0,0
为海象人鱼窝补充100条鱼。,回归自然,,16550,-1,-1,0,15466,0,10,0,258,236572,0,139168,0,0
为海象人鱼窝补充1000条鱼。,更多回归自然,,16551,-1,-1,16550,15466,0,10,0,260,236572,0,139170,0,0
为海象人鱼窝补充5000条鱼。,终究回归自然,,16552,-1,-1,16551,15466,0,10,0,262,236572,0,139172,0,0
解锁海象人鱼窝的5种不同渔网。,源于自然,,16553,-1,-1,0,15466,0,10,0,264,2159817,0,139174,0,0
在瓦德拉肯品尝红玉盛宴的所有菜肴。,红玉盛宴的高端美食家,,16556,-1,-1,0,15465,0,10,0,38,629060,0,139183,0,0
在每个地图完成一个编目世界任务。,野生动物摄影师,,16560,-1,-1,0,15466,0,10,0,496,1109100,0,139213,0,0
使用一柄伊斯卡拉鱼叉捕鱼时，发现100个大家伙。,到处都是大家伙,,16561,-1,-1,16531,15466,0,10,0,254,1387362,0,139225,0,0
在大鱼目击点发现10个大家伙。,这可不是鱼……,,16562,-1,-1,16546,15466,0,10,0,268,2057311,0,139227,0,0
在大鱼目击点发现25个大家伙。,我们需要更大的鱼叉,,16563,-1,-1,16562,15466,0,10,0,270,2057311,0,139229,0,0
和5名朋友一起捕捉一条鱼。,你需要的是一家子海象人,,16564,-1,-1,0,15466,0,10,0,276,1911518,0,0,0,0
和10名朋友一起捕捉一条鱼。,你需要的是一村子海象人,,16565,-1,-1,0,15466,0,10,0,279,1911518,0,0,0,0
给野生动物编目时，拍摄一张“妙手偶得”的照片。,妙手偶得！,,16566,-1,-1,0,15466,0,5,0,497,1109170,0,139243,0,0
给野生动物编目时，拍摄25张“妙手偶得”的照片。,妙手天成！,,16567,-1,-1,16566,15466,0,5,0,498,1109170,0,139245,0,0
给野生动物编目时，拍摄100张“妙手偶得”的照片。,妙手画廊！,,16568,-1,-1,16567,15466,0,10,0,499,1109170,0,139247,0,0
在钴蓝集所同时有五个或更多的狂野的奥能之力处于激活状态。,钴蓝爱好者,,16569,-1,-1,0,15465,0,5,0,52,1041231,0,139249,0,0
为野生动物编目时，为传奇角色拍照。,传奇相册,,16570,-1,-1,16573,15466,0,10,0,502,1109168,0,139251,0,0
解锁探险队补给天赋树的所有天赋。,补给到位,,16571,-1,-1,0,15466,0,10,0,495,1529269,0,139254,0,0
为野生动物编目时，为一名传奇角色拍一张照。,传奇照片,,16572,-1,-1,0,15466,0,5,0,500,1109168,0,139271,0,0
为野生动物编目时，为传奇角色拍照。,传奇照片墙,,16573,-1,-1,16572,15466,0,5,0,501,1109168,0,139279,0,0
在欧恩哈拉平原的下列梦境防御者旁边将其设为目标并输入/睡觉（/sleep）表情。,上班打瞌睡,,16574,-1,-1,0,15455,0,5,0,64,341763,0,139287,0,0
在觉醒海岸找到下列巨龙魔符。,觉醒海岸魔符猎手,,16575,-1,-1,0,15462,0,20,131072,184,4672500,0,139294,0,0
在欧恩哈拉平原找到下列巨龙魔符。,欧恩哈拉平原魔符猎手,,16576,-1,-1,0,15462,0,20,131072,185,4672498,0,139305,0,0
在碧蓝林海找到下列巨龙魔符。,碧蓝林海魔符猎手,,16577,-1,-1,0,15462,0,20,131072,186,4672495,0,139316,0,0
在索德拉苏斯找到下列巨龙魔符。,索德拉苏斯魔符猎手,,16578,-1,-1,0,15462,0,20,131072,187,4672499,0,139327,0,0
完成下列安东尼达斯营地、伊斯卡拉和三瀑勘查点的可选任务。,雪中送炭,,16580,-1,-1,0,15455,0,10,0,25,2735955,0,139338,0,0
从碧蓝档案馆的顶端飞到钴蓝集所，当中不落地。,纵览碧蓝,,16581,-1,-1,0,15465,0,10,0,57,2103880,0,139355,0,0
伪装成一名诺库德尚武者完成诺库顿要塞的训练课程。,诺库德的武德,,16583,-1,-1,0,15465,0,10,0,42,1103068,0,139359,0,0
释放10只觉醒海岸当地居民在等待巨龙军团归来期间束缚的希望风筝。,希望的象征,,16584,-1,-1,0,15465,0,5,0,34,133837,0,139361,0,0
完成下列巨龙群岛任务成就。,巨龙群岛博学者,,16585,-1,-1,0,15455,0,10,131072,18,4672500,0,139372,0,0
完成10个攀岩世界任务。,首席攀岩师,,16587,-1,-1,0,15466,0,5,0,245,252175,0,139433,0,0
在攀岩世界任务中收集10份遗失的补给品。,它们怎么跑这儿来了？,,16588,-1,-1,0,15466,0,5,0,247,1519426,0,139446,0,0
处于战争模式时，在巨龙群岛完成下列每一个PvP世界任务。,玛丽希亚的挑战,,16589,-1,-1,0,15283,0,5,0,21,4549844,0,139501,0,0
处于战争模式时，在巨龙群岛完成下列每一个PvP世界任务20次。,勇士之旅：巨龙群岛,,16590,-1,-1,0,15283,0,20,0,20,4673943,0,139510,0,0
在攀岩世界任务中获得鲁伯特，绅士元素的30次帮助。,绅士元素,,16591,-1,-1,0,15466,0,5,0,248,133146,0,139459,0,0
开启战争模式时，在觉醒海岸获得1000点荣誉点数。,使命之旅：觉醒海岸,,16592,-1,-1,0,15283,0,10,0,19,4672500,0,139517,0,0
开启战争模式期间，在索德拉苏斯获得1000点荣誉点数。,使命之旅：索德拉苏斯,,16593,-1,-1,0,15283,0,10,0,16,4672499,0,139523,0,0
开启战争模式时，在碧蓝林海获得1000点荣誉点数。,使命之旅：碧蓝林海,,16594,-1,-1,0,15283,0,10,0,17,4672495,0,139521,0,0
开启战争模式期间，在欧恩哈拉平原获得1000点荣誉点数。,使命之旅：欧恩哈拉平原,,16595,-1,-1,0,15283,0,10,0,18,4672498,0,139519,0,0
处于战争模式时，消灭下列巨龙群岛的精英生物。,勇士的追猎,,16599,-1,-1,0,15283,0,10,0,12,1385913,0,139572,0,0
在巨龙群岛每个地区完成一个攀岩世界任务。,群岛爬升者,,16600,-1,-1,0,15466,0,10,0,249,3056991,0,139478,0,0
完成下列世界PvP成就。,龙击俱乐部,头衔：恶毒的,16601,-1,-1,0,15283,0,25,131072,11,985880,0,139577,0,0
在诺库德阻击战中，将欧恩哈拉治疗到生命值全满，然后再击败巴拉卡可汗（史诗难度）。,做好事不留名,,16602,2516,-1,0,15467,0,10,0,48,4080564,0,139461,0,0
处于战争模式时，从巨龙群岛的每个地区的被消灭的玩家身上拾取一份赏金。,赏金猎人,,16603,-1,-1,0,15283,0,10,0,10,2125377,0,139587,0,0
处于战争模式时，在巨龙群岛的每个地区打开一个战争物资箱。,资源清扫,,16611,-1,-1,0,15283,0,10,0,9,2065578,0,139615,0,0
处于战争模式时，从巨龙群岛的被消灭的玩家身上拾取10份赏金。,赏金义警,,16612,-1,-1,0,15283,0,10,0,8,236173,0,139585,0,0
处于战争模式时，在巨龙群岛打开10个战争物资箱。,谁捡到就归谁,,16613,-1,-1,0,15283,0,20,0,7,132595,0,139613,0,0
收集750个血腥硬币。,血金,,16614,-1,-1,0,15283,0,10,0,4,900318,0,139565,0,0
收集3000个血腥硬币。,血库,,16615,-1,-1,16616,15283,0,10,0,6,4554435,0,139570,0,0
收集1500个血腥硬币。,血旺,,16616,-1,-1,16614,15283,0,10,0,5,4554455,0,139568,0,0
在单次诺库德阻击战中，将八枚温暖的欧胡纳之卵交给欧胡纳守护者塔鲁克（史诗难度）。,欧胡纳孵化,,16620,2516,-1,0,15467,0,10,0,49,236999,0,139483,0,0
在各个索德拉苏斯的餐馆品尝特色食物和饮料。,每样来一份，谢谢,,16621,-1,-1,0,15465,0,10,0,43,651585,0,139463,0,0
用不超过3分钟的时间将诱饵交给耐心的瓦尔戈。,三分钟后免费,,16622,-1,-1,0,15465,0,5,0,46,538536,0,139485,0,0
在攀岩世界任务中，使用尖头楔子回避50次障碍。,脚下一滑,,16623,-1,-1,0,15466,0,10,0,250,2400283,0,139503,0,0
解锁龙鳞探险队的攀岩世界任务。 ,该打什么结来着？,,16624,-1,-1,0,15466,0,5,131072,244,1119938,0,139508,0,0
在攀岩世界任务中使用10次结伴同行。,抓紧！,,16625,-1,-1,0,15466,0,5,0,246,236681,0,139515,0,0
在“巨龙群岛”分类下的两种主要专业中获得最高技能点数。,巧龙天工,,16626,-1,-1,16627,169,2,10,0,24,132281,0,139525,0,0
在“巨龙群岛”分类下的一种专业中获得最高技能点数。,巨龙专业大师,,16627,-1,-1,0,169,1,10,4096,23,134327,0,139537,0,0
将“巨龙群岛”分类下的所有主要专业技能都提升到最高技能点数。,巨龙百事通,,16630,-1,-1,0,169,0,50,143360,37,133053,0,139549,0,0
在“巨龙群岛”分类下的烹饪专业中获得100点技能点数。,巨龙群岛厨师,,16631,-1,-1,0,170,0,10,0,13,4620671,0,139561,0,0
在“巨龙群岛”分类下的钓鱼专业中获得100点技能点数。,巨龙群岛渔夫,,16632,-1,-1,0,171,0,10,0,15,4620674,0,139563,0,0
