Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
牠的甲殼下燃燒的是這個世界中心的烈火。,|cFFFFD200寵物對戰：|r扎拉萊克洞窟,3488,203367,0,5009628,6,26,4,6,7,0
這讓牠的胸部看起來好像有個小小太陽在裡面一般。,|cFFFFD200寵物對戰：|r扎拉萊克洞窟,3489,203372,0,5045825,7,26,4,6,7,0
因為牠們會受到燭光的吸引，所以這些蛾對狗頭人來說是個大麻煩。,|cFFFFD200寵物對戰：|r扎拉萊克洞窟,3490,203377,0,5015306,2,26,4,6,7,0
世上永遠都需要一隻巫喵王！,|cFFFFD200掉落：|r無頭騎士|n|cFFFFD200區域：|r血色修道院,3491,203463,406225,4878473,3,82,0,6,7,0
"羅蘭唯一教會你的，就是友誼需付出代價。

而這個代價就是非常多的乳酪。",|cFFFFD200成就：|r乳酪的禮物|n|cFFFFD200類別：|r烹飪,3493,204036,407492,515993,4,82,5,6,7,0
像營火一樣，但它喜歡被撫摸。,|cFFFFD200掉落：|r菲拉卡襲擊 ,3511,204217,407918,4952368,6,2,0,6,7,0
只有找到旗鼓相當的對手，才能讓琥珀發自內心感到喜悅。,|cFFFFD200掉落：|r菲拉卡襲擊 ,3512,204221,407921,4952370,6,2,0,6,7,0
其他青蛙喜歡玩耍，但這隻青蛙卻是死氣沉沉。,,3513,204222,407926,4879734,8,16386,-1,6,7,0
充滿朝氣…真不容易。,,3514,204224,407930,4879735,8,16386,-1,6,7,0
阿努納的獨特體色起因於她只吃橘色蜻蜓。,|cFFFFD200任務：|r有鱗寵物|n|cFFFFD200區域：|r沃卓肯,3515,204225,407932,4879736,8,82,1,6,7,0
在所有小史瓦格蛙中，赤紅小史瓦格蛙被認為有三倍速，因為它一身紅。,|cFFFFD200商人：|r『豐收女巫』瑟萊斯丁|n|cFFFFD200區域：|r甦醒海岸|n|cFFFFD200區域：|r雍亞拉平原|n|cFFFFD200區域：|r蒼藍高地|n|cFFFFD200區域：|r薩爪祖斯|n|cFFFFD200花費：|r250|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h,3516,204226,407933,4879737,8,2,2,6,7,0
三年前，這隻小史瓦格蛙是完全成熟的成體。,,3517,204227,407935,4879738,8,16386,-1,6,7,0
以她最喜歡的食物命名。,|cFFFFD200商人：|r|n,3518,204237,407946,4870955,2,16386,2,6,7,0
它的內在是狂暴獄火，外在卻是快樂小狗。,,3519,204240,407955,5041427,6,16386,-1,6,7,0
想像一下，以這些蟲為食的鳥會有多大。,,3520,204261,408023,3995639,2,16386,-1,6,7,0
如果派對的自助餐供應蝦子，斯坦特利領主都會提早抵達。,|cFFFFD200區域：|r扎拉萊克洞窟,3521,204263,408027,5008076,6,2,0,6,7,0
它其實沒那麼凶，只是有點難搞。,,3522,204266,408032,5008077,6,16386,-1,6,7,0
由於它最喜歡的食物是火鍋，因此而得名。,|cFFFFD200商人：|r『豐收女巫』瑟萊斯丁|n|cFFFFD200區域：|r甦醒海岸|n|cFFFFD200區域：|r雍亞拉平原|n|cFFFFD200區域：|r蒼藍高地|n|cFFFFD200區域：|r薩爪祖斯|n|cFFFFD200花費：|r250|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h,3523,204268,408036,5008078,6,2,2,6,7,0
幸好它的主食是寵物點心。,|cFFFFD200掉落：|r遭攻擊的研究員|n|cFFFFD200區域：|r扎拉萊克洞窟|n,3524,204269,408039,5008079,6,2,0,6,7,0
一名術士在一次煉獄火嘉年華中贏得這個小傢伙，不過它很快就長到魚缸都裝不下的地步。,|cFFFFD200寵物對戰：|r聖落之地|n,3525,204271,408048,2921473,8,26,4,6,7,0
這隻魚被上古之神的低語逼瘋，就像奈薩里奧一樣。,,3526,204275,408062,2921025,8,16386,-1,6,7,0
到底要如何在虛無之中游泳呢？這隻生物知道，但它不告訴你。,,3527,204276,408063,2921474,8,16386,-1,6,7,0
這種類型的甲蟲以龍鱗為食，牠們身上鮮豔的顏色可以嚇阻掠食者，使牠們免於受到攻擊。,|cFFFFD200商人：|r哈蘿威‧瑪爾|n|cFFFFD200區域：|r扎拉萊克洞窟|n|cFFFFD200花費：|r200|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h|n,3528,204286,408081,5008154,4,18,2,6,7,0
如果香蕉生長在洞穴裡，它們就會是蘭勾最喜歡的食物。,|cFFFFD200商人：|r哈蘿威‧瑪爾|n|cFFFFD200區域：|r扎拉萊克洞窟|n|cFFFFD200花費：|r150|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,3529,204288,408088,5008157,4,18,2,6,7,0
米洛喜歡午睡，也喜歡點心。,|cFFFFD200商人：|r探險者貝澤特|n|cFFFFD200區域：|r扎拉萊克洞窟|n|cFFFFD200花費：|r2500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200商人：|r派楚|n|cFFFFD200區域：|r蒼藍高地|n|cFFFFD200花費：|r2500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,3530,204293,408100,5008008,7,2,2,6,7,0
鏽鏽擁有超強嗅覺，可聞到乾草堆中的一根針。,,3531,204295,408106,5008010,7,16386,-1,6,7,0
阿馬多爾很有愛心，喜歡幫助別人，尤其是老弱婦孺。他也喜歡被人摸肚子。,,3532,204296,408108,5008012,7,16386,-1,6,7,0
當然這只是塊石頭，但它能舉起多少塊？,|cFFFFD200寶藏：|r巨型收穫寶箱|n|cFFFFD200區域：|r扎拉萊克洞窟,3533,204303,408110,1322283,6,2,0,6,7,0
傑瑞曾是一隻平凡無奇的岩鼠。事實上，他現在還是。,,3534,204305,408130,4616693,4,16386,-1,6,7,0
這些蝸牛速度極快，外型亮麗，深受眾多卓格巴蝸牛選手追捧。,|cFFFFD200商人：|r沙克拉羅斯|n|cFFFFD200區域：|r扎拉萊克洞窟|n|cFFFFD200花費：|r50|Hitem:204727|h|TInterface\ICONS\INV_Misc_CuriousCoin.BLP:0|t|h,3535,204320,408150,5003559,4,2,2,6,7,0
雖然速度不像扎拉萊克洞窟的其他蝸牛那麼快，害羞鬼用純粹的力量彌補自己的不足。,|cFFFFD200任務：|r跑向終點|n|cFFFFD200區域：|r扎拉萊克洞窟,3536,204321,408153,5003563,4,82,1,6,7,0
大家都知道，他喜歡在殼裡面偷藏私房錢。,|cFFFFD200商人：|r龐佐|n|cFFFFD200區域：|r扎拉萊克洞窟|n|cFFFFD200花費：|r45|Hitem:205188|h|TInterface\ICONS\INV_Stone_WeightStone_08.blp:0|t|h,3537,204323,408158,5003560,4,2,2,6,7,0
岩石般的硬皮層層堆疊，讓琥珀殼變得非常耐打。,|cFFFFD200任務：|r跑向終點|n|cFFFFD200區域：|r扎拉萊克洞窟,3538,204324,408161,5003564,4,82,1,6,7,0
玫瑰殼以凶猛而聞名，不過速度不是很快。要是你惹到牠，大約五秒內就會被咬。,,3539,204325,408163,5003561,4,16386,-1,6,7,0
集漂亮和噁心於一身的生物。,|cFFFFD200任務：|r跑向終點|n|cFFFFD200區域：|r扎拉萊克洞窟,3540,204326,408165,5003563,4,82,1,6,7,0
雖然身體大多是由岩石組成，卻能輕鬆盤旋在空中。,|cFFFFD200掉落：|r科布羅克|n|cFFFFD200區域：|r扎拉萊克洞窟,3541,204339,408251,5009625,6,2,0,6,7,0
這些害蟲以其暴躁的脾氣和喜歡在幽坑城的煙囪中築巢聞名，這讓當地人非常困擾。,|cFFFFD200貿易站|r,3542,204340,408252,5009629,6,16386,11,6,7,0
這隻生物一餐可以吃下自己體重兩倍的食物。,|cFFFFD200寵物對戰：|r多恩島,3543,204341,408253,5009631,6,16386,4,6,7,0
它吃東西喜歡生吞活剝。,|cFFFFD200寵物對戰：|r多恩島,3544,204342,408254,5009630,6,16386,4,6,7,0
也許你會想看看它能變得多像蛇！,|cFFFFD200寶藏：|r銜尾蛇石板和科布羅克的發光鱗片|n,3545,204343,408257,5045822,5,82,0,6,7,0
斯卡恩喜歡盤起身體，待在你的背包裡。,|cFFFFD200掉落：|r科布羅克|n|cFFFFD200區域：|r扎拉萊克洞窟,3546,204345,408264,5015299,7,2,0,6,7,0
他不想讓你知道，他最喜歡的食物是綠花椰菜。,|cFFFFD200寵物對戰：|r鳴響深淵|n,3547,204354,408265,5015300,7,26,4,6,7,0
小小水潭卻蘊藏深海之怒。,|cFFFFD200掉落：|r亞奇鋒|n|cFFFFD200區域：|r扎拉萊克洞窟,3548,204359,408308,5041294,6,2,0,6,7,0
有些蛾喜歡光，而這種特殊的蛾類似乎喜歡溫暖的絨毛感。有人說「肚子裡有蝴蝶」，其實是指被尋心蛾感染的症狀。,|cFFFFD200世界事件：|r愛就在身邊|n|cFFFFD200花費：|r40|Hitem:49927|h|TInterface\ICONS\INV_ValentinesCard01.BLP:0|t|h,3549,204360,408311,5015302,2,16386,6,6,7,0
地蛾已知是艾澤拉斯最聰明的一種蛾。但聰明的程度也有限。,|cFFFFD200寵物對戰：|r阿茲-卡罕特|n,3550,204361,408314,5015303,2,26,4,6,7,0
與它們的名字相反，這些蛾其實很樂天。,|cFFFFD200掉落：|r粼光之后|n|cFFFFD200區域：|r扎拉萊克洞窟,3551,204363,408317,5015307,2,2,0,6,7,0
在灌木叢裡午睡時，他的暴牙有時會卡到枝葉。,,3552,201008,408323,4719555,1,2,-1,6,7,0
這隻幼龍經過艾達曼希亞的黯黑力量強化，隨時能面對任何挑戰。,|cFFFFD200任務：|r強化巨龍|n,3553,204367,408325,4719553,1,16402,1,6,7,0
森伊加隨時都想來塊脈能水晶當點心。,,3554,204368,408328,4719554,1,16386,-1,6,7,0
阿克塞爾喜歡追蜜蜂。沒人知道原因。,|cFFFFD200成就：|r幼龍在那裡|n|cFFFFD200類別：|r收集,3555,204369,408330,4719556,1,16464,5,6,7,0
經常可以發現克羅莫斯在沙地午睡。,,3556,204370,408332,4719557,1,16386,-1,6,7,0
不管遇到任何困境，羅吉這隻蝸牛永遠不會放棄。,|cFFFFD200成就：|r穩紮穩打|n|cFFFFD200類別：|r巨龍群島,3557,204621,408949,5003559,4,82,5,6,7,0
,,3558,204692,0,5008011,7,32,-1,6,7,0
,,3559,204694,0,5008076,6,32,-1,6,7,0
,,3560,204695,0,5009627,2,32,-1,6,7,0
,,3565,204795,0,4007138,2,32,-1,6,7,0
,,3566,204796,0,4007141,2,32,-1,6,7,0
,,3567,204797,0,3851477,2,32,-1,6,7,0
,,3568,204929,0,5015303,2,32,-1,6,7,0
,,3569,204930,0,4952368,6,32,-1,6,7,0
,,3570,204933,0,4879733,8,32,-1,6,7,0
,,3571,204936,0,538447,5,32,-1,6,7,0
,,3572,204938,0,5003559,4,32,-1,6,7,0
,,3573,204939,0,5003562,4,32,-1,6,7,0
紐茲負責送信到巨龍群島的各個地方。她的速度很快，又很可靠，因此不必太在意信上出現的小洞。,|cFFFFD200任務：|r簽名、封印、自行遞送,3578,205359,411110,5003562,4,82,1,6,7,0
伊瑟咕嚕也被稱為呣境之龍，在翡咕嚕呣境沉睡了很長一段時間。,|cFFFFD200促銷：|r,3579,205467,411448,4755147,0,82,7,6,7,0
咩列也被稱為謊言之王，是個詐欺大師。,|cFFFFD200促銷：|r貪婪使者,3580,205637,411791,5159899,5,16466,7,6,7,0
全新傳承的光輝照亮你的前途。,|cFFFFD200寶藏：|r納茲烏洛的遊蕩微粒|n,3581,205649,411800,5098442,6,210,10,6,7,0
脂脂從小冒險精神就遠超出魚缸所及的範圍。但等她身體也開始超出魚缸範圍的時候她只好開始找新家。幸好現在她能跟著你一同探索廣大的美妙世界！,|cFFFFD200貿易站|r|n,3582,205795,412389,4777763,8,82,11,6,7,0
,,3587,206907,0,4048813,9,32,-1,6,7,0
沉穩可靠的伊吉隨時準備好來場激烈的戰鬥或溫柔的吐槽。,|cFFFFD200任務：|r沉穩的寵物|n|cFFFFD200區域：|r沃卓肯,3588,207064,375090,4554457,6,82,1,6,7,0
魯金歐那順利鼓起勇氣後，現在她可以陪你一起去冒險！艾澤拉斯的任何凶險都無法讓她退縮！就算是鴨子也不例外！,|cFFFFD200任務：|r鴨窺恐懼症|n|cFFFFD200區域：|r沃卓肯,3589,207176,414377,4572399,1,146,1,41,7,0
自從和你相遇以來，貝菈的公主病好了不少，應該不會再要求東、要求西。,|cFFFFD200任務：|r耐心點|n|cFFFFD200區域：|r沃卓肯,3590,207220,414428,4572404,1,146,1,6,7,0
在時間靜滯中度過上萬年，有不少時間可以讓物質產生變化。,|cFFFFD200任務：|r讓時間之火淨化一切！,3596,207310,414533,4952382,6,18,0,6,7,0
沃昆史卓莎公主想讓你知道，她很感謝你參加她的生日派對，但你的禮物差強人意。,|cFFFFD200任務：|r自傲的寵物|n|cFFFFD200區域：|r沃卓肯,3597,207535,414934,4218751,7,82,1,6,7,0
祖薩現在不會因為打噴嚏而穿越時空了，他已經準備好陪你展開新的冒險！無論是回到過去！或是前往未來！,|cFFFFD200任務：|r短暫免疫|n|cFFFFD200區域：|r沃卓肯,3598,207552,414962,4572401,1,146,1,6,7,0
札勒很期待跟你一起去冒險。他列了長長一串的攜帶書單，但拉茲塔克說他只能帶2本。,|cFFFFD200任務：|r視覺並非一切|n|cFFFFD200區域：|r沃卓肯,3599,207556,414973,4572400,1,146,1,6,7,0
帕利布禮奧思是一本驚人的書，因為裡面蘊藏了豐富的秘法知識，也因為它的上一任主人在空白處記錄了各種派的食譜。,|cFFFFD200任務：|r學者的寵物|n|cFFFFD200區域：|r沃卓肯,3600,207558,414979,4624734,5,82,1,6,7,0
波西德里思迫不及待想跟你去冒險，不過或許應該先讓它小睡一下？,|cFFFFD200任務：|r休眠|n|cFFFFD200區域：|r沃卓肯,3601,207568,414991,4572402,1,146,1,6,7,0
除了吃飯時間，桑尼斯隨時隨地都在睡，堪稱傳奇。,|cFFFFD200任務：|r昏昏欲睡的寵物|n|cFFFFD200區域：|r沃卓肯,3602,207571,414994,4532351,7,82,1,6,7,0
,,3608,208034,0,1738682,9,32,-1,6,7,0
,,3609,208058,0,133938,6,32,-1,6,7,0
,,3975,208096,0,3860422,2,32,-1,6,7,0
,,4237,208125,0,1357812,4,32,-1,6,7,0
因為蠍尾飛狐的飛快速度，這些星際奇獸並不常見。有隻會跟隨你的小跟班是個好預兆。,|cFFFFD200貿易站|r |n,4253,208436,417464,5238769,2,16466,7,6,7,0
喜歡：花椰菜、玩耍、搞破壞。討厭：肉、睡覺，還有不讓你搞破壞的惡毒泰坦守衛者。,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r索蘿堤斯|n|cFFFFD200區域：|r提爾堡蓄水池|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4255,208624,418029,5242418,7,2,6,6,7,0
鰓嚕丹喝下惡魔之血，獲得強大的力量。要不是因為他原本就是綠色的，恐怕也會讓他的鱗片變綠。,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r芬利‧莫戈頓爵士|n|cFFFFD200區域：|r提爾堡蓄水池|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4257,208630,418036,5168681,0,2,6,707,713,0
這隻眼睛見證了無數恐怖，而這些獠牙或許該負起一點責任。,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r補給官蔻菈|n|cFFFFD200區域：|r提爾堡|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4258,208631,418038,5242523,2,2,6,6,7,0
他看起來非常生氣，但他可能只是餓了。,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r法萊菈‧夜歌|n|cFFFFD200區域：|r提爾堡蓄水池|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4259,208634,418039,5157541,5,2,6,6,7,0
瑕疵品。拒絕殺戮。建議立刻銷毀，或賣給較不聰明的客人。,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r『鑽孔』吉兒|n|cFFFFD200區域：|r提爾堡蓄水池|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4260,208636,418041,5242530,9,2,6,254,7,0
著迷於戰爭的世界把她變成一把武器…但她的靈魂永不磨滅。,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r守望者克莉吉克|n|cFFFFD200區域：|r提爾堡蓄水池|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4261,208637,418045,5194264,1,2,6,6,7,0
一生都遭受奴役，先是阿努巴拉克，再來是巫妖王，現在則是…你！,|cFFFFD200掉落：|r時間裂隙|n|cFFFFD200商人：|r史力弗男爵|n|cFFFFD200區域：|r提爾堡|n|cFFFFD200花費：|r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,4262,208639,418050,237410,5,2,6,6,7,0
擅長發掘秘聞的托比亞斯已經準備好成為大偵探的小跟班了。,|cFFFFD200成就：|r八卦公社|n|cFFFFD200事件：|r艾澤拉斯秘聞,4263,208643,418079,5279605,7,82,0,6,7,0
小芬會是第一個出現在你生日派對上，然後也是最後一個跟你分開的。,,4264,209163,419467,5003505,1,16466,-1,6,7,0
感受這不斷吹拂你腳趾的寒冷吧！艾澤拉斯的禍害，現在換上了節慶的藍色，還縮成了隨時能帶著走的尺寸！,|cFFFFD200成就：|r魔獸世界19週年紀念日|n|cFFFFD200類別：|r活動,4265,209259,419773,5260512,1,16466,5,6,7,0
雖然這小傢伙的飛行訓練尚未完成，但牠的活力與熱情早已嶄露無遺。,|cFFFFD200促銷：|r《地心之戰》史詩版|n,4266,209681,420759,5333904,2,82,7,6,7,0
身為外域領主的後裔，馬格茲也繼承了一族對暴力和權力的熱愛，只是剛好他對寵物點心更加愛不釋手。,,4267,210058,421516,4891625,5,16466,-1,6,7,0
當你看到這個生物時，會先注意到的是牠的超級大眼睛，而不是利爪。,|cFFFFD200寵物對戰：|r翡翠夢境,4275,211110,0,2103796,7,26,4,6,7,0
別讓牠待在背包裡，不然牠會把你的食物吃個精光，然後躲在裡面呼呼大睡。,|cFFFFD200寵物對戰：|r翡翠夢境,4276,211177,429068,4748412,4,26,4,6,7,0
啃液者總是想玩捉迷藏。,|cFFFFD200寵物對戰：|r翡翠夢境,4277,211182,429070,4883968,4,26,4,6,7,0
這小傢伙跟大部分幼鹿一樣，都喜歡乳酪。,|cFFFFD200寵物對戰：|r翡翠夢境,4278,211288,429064,3636845,4,26,4,6,7,0
這些幼小的生物需要長時間的休息，所幸的是，冒險者的背包是個能睡大覺的好地方。,|cFFFFD200寵物對戰：|r翡翠夢境,4279,211295,0,4899643,7,26,4,6,7,0
如果你覺得翡翠夢境臭鼬已經夠臭了，那你一定沒聞過翡翠夢魘臭鼬的氣味。,|cFFFFD200寵物對戰：|r翡翠夢境,4280,211302,0,4866713,4,26,4,6,7,0
當敵人飛過頭上的時候，只有一件事可以做。就是跟鴨子一樣，躲到水裡。,|cFFFFD200成就：|r鴨力十足|n|cFFFFD200類別：|r巨龍崛起副本,4285,211939,425454,1455891,8,82,5,743,7,0
光環還年輕的時候就給自己戴上了魔法帽、手持著水晶法杖，然後出發探索未知的世界了。,|cFFFFD200貿易站|r |n,4286,211942,425472,5211620,5,16466,7,6,7,0
這絕對是你的夢幻鴨鴨…或是其他人的。,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h,4287,212192,426037,3953210,5,2,2,6,7,0
若你在翡翠夢境的戶外享用美食，一定要多加留意野生的藍盧。藍盧雖然不會偷走你的野餐籃，但也會有禮貌地向你討一些點心。,|cFFFFD200成就：|r羽毛之友|n,4288,212206,426060,2103797,5,82,5,6,7,0
跟完全成熟的夢境甲蟲相比，這根本是小巫見大巫。,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h,4289,212267,426137,5008153,5,2,2,6,7,0
別忘了睡覺時要在枕頭下塞一些草料，這樣你在夢境中也能餵這小生物一些點心。,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h|n,4290,212273,426148,3636844,5,2,2,6,7,0
自你從拉羅達的手中拯救這隻小母鹿之後，她就與你形影不離了。,|cFFFFD200成就：|r「慢走不送」|n,4291,212275,426156,5095682,4,82,5,6,7,0
有人說某些動物的夢只有黑白兩色，但這動物的夢裡全都是綠色。,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h,4292,212315,426168,132130,5,2,2,6,7,0
這生物就算有大災變來襲也能安穩入眠。,|cFFFFD200商人：|r泰莉莎‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h,4295,212328,426187,4748414,4,2,2,6,7,0
史努佐過去曾有機會選擇，一生都在雪地中生活，或者一生都在充滿寵物點心的溫暖家園中生活，看來他選了哪個是再清楚不過了。,|cFFFFD200商人：|r希薇亞‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h|n|n|cFFFFD200商人：|r泰莉莎‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h,4296,212329,426193,4748413,4,2,2,6,7,0
當你從火焰德魯伊襲擊翡翠夢境時拯救這隻年輕的精靈龍後，牠好像就喜歡上你了，或者該說喜歡上你的食物。別讓牠把點心給全部吃光了！,|cFFFFD200任務：|r燃燒殆盡|n|cFFFFD200區域：|r翡翠夢境,4297,212399,426319,3071791,1,82,1,6,7,0
希多能在翡翠夢境的植物底下鑽來鑽去啃食根部。,|cFFFFD200商人：|r希薇亞‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h|n|n|cFFFFD200商人：|r泰莉莎‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h,4298,212408,426343,4883967,4,2,2,6,7,0
達斯泰特會在大樹的根部周圍搜刮任何能找到的小小戰利品。,|cFFFFD200商人：|r泰莉莎‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h,4299,212413,426355,4883970,4,2,2,6,7,0
祝你有個好夢，直到夢境全都成真！,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h|n,4300,212417,426357,4883966,4,2,2,6,7,0
這種生物會居住在樹叢和樹林附近，可是因為一直在熟睡的緣故，所以基本上不會有人發現牠們。如果你想吵醒牠們，最好多帶點朋友一起同行。,|cFFFFD200寵物對戰：|r翡翠夢境,4302,212437,0,4899644,7,26,4,6,7,0
牠嗚嗚的叫聲還真是可愛。,|cFFFFD200寵物對戰：|r翡翠夢境,4303,212459,0,2103794,7,26,4,6,7,0
大家都不太常看到棕色的夢獾，但牠那股氣味可是時常都能聞到呢。,|cFFFFD200寵物對戰：|r翡翠夢境,4304,212557,0,4866714,4,26,4,6,7,0
史努特擁有超自然的嗅覺，但也沒比一般嗅覺強到哪裡去。就只是超自然而已。,|cFFFFD200商人：|r希薇亞‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h|n|n|cFFFFD200商人：|r泰莉莎‧颯茂|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h,4305,212562,426539,4899641,5,2,2,6,7,0
艾爾莫有一次把整個蛋糕吃個精光，那個蛋糕還不是他的。,"|cFFFFD200商人：|r希薇亞‧颯茂
|cFFFFD200區域：|r翡翠夢境
|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h

|cFFFFD200商人：|r泰莉莎‧颯茂
|cFFFFD200區域：|r翡翠夢境
|cFFFFD200花費：|r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h",4306,212567,426540,4899642,5,2,2,6,7,0
雲杉雖然速度緩慢，但她的極度固執卻彌補了這項缺陷。,|cFFFFD200商人：|r月之祭司拉薩拉|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r375|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,4307,212569,426544,3636843,4,2,2,6,7,0
朱尼波身上獨特的顏色讓她在翡翠夢境的綠色世界中很難躲開捕獵者的襲擊。她因此下了一個聰明的決定，就是與你四處冒險。,|cFFFFD200商人：|r月之祭司拉薩拉|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r375|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,4308,212570,426545,3636846,4,2,2,6,7,0
這是蝸牛嗎？還是夢境呢？抑或是沉睡蝸牛的夢境呢？,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h,4309,212877,427044,1396974,5,2,2,6,7,0
蠍尾獅幼獸天生就喜歡睡覺，連在夢裡也都在睡覺。,|cFFFFD200商人：|r依璃安娜|n|cFFFFD200區域：|r翡翠夢境|n|cFFFFD200花費：|r1|Hitem:210776|h|TInterface\ICONS\10_2_RaidAbility_Green.BLP:0|t|h,4310,212954,427104,4630421,5,2,2,6,7,0
米琪長大之後，想跟她知名的父親梅特森一樣駕著冬天爺爺的雪橇。但在那個願望成真以前，她也很樂意跟著你一起冒險。,|cFFFFD200貿易站|r,4311,213111,427289,1339669,4,16466,7,6,7,0
告訴他們，我並沒有受制於我父親的瘋狂，我也不會受制於他們。不要想掌控我，這是我最初也是唯一的警告。- 怒西昂,|cFFFFD200促銷|r ,4316,213407,427682,5210737,1,16466,7,6,7,0
蒂利的祖父母告訴他，他們是發現艾澤拉斯的老鼠。另外他們也是撒謊達人。,|cFFFFD200貿易站|r,4402,214286,429423,4616694,4,16466,7,6,7,0
