SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200商人：|r偽裝的裝迷藏競賽商人|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r100|Hcurrency:3393|h|TInterface\ICONS\Ability_Monk_ForceSphere_arcane.BLP:0|t|h|n|n|cFFFFD200商人：|r偽裝的裝迷藏競賽商人|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r100|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23646,268457,-1,2,1282449
,23650,253537,-1,-1,1256605
|cFFFFD200專業技能：|r大災變銘文學（60）|n|n,23651,257695,-1,3,1261859
|cFFFFD200專業技能：|r至暗之夜附魔（50）|n|n,23652,262468,-1,3,1268862
|cFFFFD200任務：|r水晶怒靈|n|cFFFFD200區域：|r高嶺|n|n|cFFFFD200商人：|r托伏‧電殷|n|cFFFFD200區域：|r高嶺|n|cFFFFD200花費：|r750|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n,23653,264477,-1,1,1272040
|cFFFFD200專業技能：|r北裂境附魔（60）|n|n,23654,257101,-1,3,1261204
|cFFFFD200專業技能：|r北裂境製皮（60）|n|n,23655,258205,-1,3,1262960
|cFFFFD200商人：|r德瑟林|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r3000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h|n|n,23657,245284,-1,2,1238378
|cFFFFD200商人：|r德瑟林|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r3000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h|n|n,23658,245330,-1,2,1238430
|cFFFFD200商人：|r德瑟林|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r5000|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h|n|n,23659,251997,-1,2,1253829
|cFFFFD200商人：|r傀儡阿利亞|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r1200|Hcurrency:3392|h|TInterface\ICONS\INV_10_ElementalCombinedFoozles_Blood.BLP:0|t|h,23660,250868,-1,2,1251604
,23661,250869,-1,-1,1251605
|cFFFFD200商人：|r傀儡阿利亞|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費：|r200|Hcurrency:3392|h|TInterface\ICONS\INV_10_ElementalCombinedFoozles_Blood.BLP:0|t|h,23662,250870,-1,2,1251606
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23676,259044,-1,9,1264368
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23677,259045,-1,9,1264369
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23678,259046,-1,9,1264370
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23679,259062,-1,2,1264387
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23680,259068,-1,2,1264393
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23681,259093,-1,9,1264448
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23682,259094,-1,9,1264449
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23683,264275,-1,9,1271555
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23684,264276,-1,9,1271556
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23685,264277,-1,9,1271558
,23686,247784,-1,-1,1245283
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23687,250703,-1,2,1251192
|cFFFFD200專業技能：|r至暗之夜鍊金術（10）|n|n,23688,253506,-1,3,1256500
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23689,250700,-1,2,1251189
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23690,250695,-1,2,1251184
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23691,251472,-1,2,1252384
,23692,247783,-1,-1,1245282
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23693,250698,-1,2,1251187
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23694,248406,-1,2,1247074
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23695,246838,-1,2,1244104
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23696,248405,-1,2,1247073
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23697,248403,-1,2,1247071
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r15|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23698,248402,-1,2,1247070
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23699,250696,-1,2,1251185
|cFFFFD200商人：|r哈蘿威‧瑪爾|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23700,264920,-1,2,1272874
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23701,250627,-1,2,1251048
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r20|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23702,250701,-1,2,1251190
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r15|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23703,250694,-1,2,1251182
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23704,250697,-1,2,1251186
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23705,250699,-1,2,1251188
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23706,248407,-1,2,1247075
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23707,251475,-1,2,1252387
|cFFFFD200商人：|r艾許娜|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r15|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23708,263048,-1,2,1269711
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23709,251473,-1,2,1252385
|cFFFFD200商人：|r多夫特師兄|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23710,251474,-1,2,1252386
|cFFFFD200商人：|r霍卓寧|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23711,250702,-1,2,1251191
|cFFFFD200商人：|r深海潛水者圖納基特|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r1000|Hcurrency:3373|h|TInterface\ICONS\Item_enchantedpearl.blp:0|t|h|n|n,23712,264251,-1,2,1271496
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n,23713,266443,-1,2,1278237
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n,23714,266444,-1,2,1278238
,23715,251871,-1,-1,1253273
|cFFFFD200商人：|r赫絲塔‧弗拉斯|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23716,254235,-1,2,1257513
|cFFFFD200商人：|r赫絲塔‧弗拉斯|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r15|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23717,253526,-1,2,1256591
,23718,266130,-1,-1,1277766
|cFFFFD200商人：|r哈蘿威‧瑪爾|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r20|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23719,264916,-1,2,1272870
|cFFFFD200商人：|r奈爾娜|n|cFFFFD200區域：|r哈朗達|n|cFFFFD200花費：|r150|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23720,246959,-1,2,1244427
|cFFFFD200專業技能：|r決戰艾澤拉斯鍊金術（140）|n|n,23721,257047,-1,3,1261097
|cFFFFD200商人：|r奈爾娜|n|cFFFFD200區域：|r哈朗達|n|cFFFFD200花費：|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23722,249768,-1,2,1249656
|cFFFFD200專業技能：|r暗影之境工程學（80）|n|n,23723,258240,-1,3,1263017
|cFFFFD200商人：|r艾許娜|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23724,263046,-1,2,1269709
|cFFFFD200商人：|r艾許娜|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23725,263047,-1,2,1269710
|cFFFFD200商人：|r艾許娜|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r10|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23726,263043,-1,2,1269705
|cFFFFD200商人：|r艾許娜|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r5|Hcurrency:3363|h|TInterface\ICONS\INV_Misc_Ticket_Tarot_TwistingNether_01.blp:0|t|h|n|n,23727,263044,-1,2,1269706
|cFFFFD200專業技能：|r至暗之夜製皮（50）|n|n,23728,264244,-1,3,1271489
|cFFFFD200任務：|r哈拉尼爾結實枕頭|n|cFFFFD200區域：|r哈朗達|n|n|cFFFFD200商人：|r護蛾者薇坦|n|cFFFFD200區域：|r哈朗達|n|cFFFFD200花費：|r150|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23729,264243,-1,1,1271488
|cFFFFD200商人：|r巴倫‧尋星者|n|cFFFFD200區域：|r開拓角|n|cFFFFD200花費：|r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r潔札‧星殞|n|cFFFFD200區域：|r烈風海岸|n|cFFFFD200花費：|r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n,23730,265654,-1,2,1276636
|cFFFFD200商人：|r護甲商金紋|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r150|Hcurrency:3379|h|TInterface\ICONS\INV_Elemental_Primal_Mana.blp:0|t|h|n|n,23731,263203,-1,2,1269951
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n,23732,264278,-1,9,1271559
|cFFFFD200商店|r|n|n,23733,264397,-1,9,1271936
|cFFFFD200商人：|r傳送師艾司川迪斯|n|cFFFFD200區域：|r銀月城|n|cFFFFD200花費|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23734,264170,-1,2,1271268
|cFFFFD200商店|r|n|n,23735,250798,-1,9,1251458
|cFFFFD200商店|r|n|n,23736,268550,-1,9,1282788
|cFFFFD200任務：|r哈謝的傳奇|n|cFFFFD200區域：|r祖阿曼|n|n|cFFFFD200商人：|r塔賈卡‧鋸齒|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r2500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23747,255648,-1,1,1259163
|cFFFFD200商人：|r奈爾娜|n|cFFFFD200區域：|r哈朗達|n|cFFFFD200花費：|r150|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23748,251980,-1,2,1253719
,23749,266064,-1,-1,1277650
|cFFFFD200專業技能：|r暗影之境裁縫（80）|n|n,23750,264713,-1,3,1272509
|cFFFFD200專業技能：|r巨龍群島銘文學（80）|n|n,23751,264679,-1,3,1272377
|cFFFFD200專業技能：|r軍團銘文學（80）|n|n,23752,258224,-1,3,1263006
|cFFFFD200專業技能：|r外域珠寶設計（60）|n|n,23753,262347,-1,3,1267636
|cFFFFD200專業技能：|r決戰艾澤拉斯製皮（140）|n|n,23754,258558,-1,3,1263486
|cFFFFD200專業技能：|r潘達利亞裁縫（60）|n|n,23755,258302,-1,3,1263126
|cFFFFD200專業技能：|r外域銘文學（60）|n|n,23757,258197,-1,3,1262951
|cFFFFD200專業技能：|r大災變裁縫（60）|n|n,23758,257402,-1,3,1261527
|cFFFFD200商店|r|n|n,23761,250793,-1,9,1251453
|cFFFFD200商店|r,23762,250794,-1,9,1251454
|cFFFFD200商店|r,23763,250795,-1,9,1251455
|cFFFFD200商店|r,23764,250796,-1,9,1251456
|cFFFFD200商店|r|n|n,23765,250797,-1,9,1251457
|cFFFFD200商店|r|n|n,23766,252419,-1,9,1254639
|cFFFFD200商店|r|n|n,23767,253244,-1,9,1255878
|cFFFFD200商店|r,23768,253254,-1,9,1255904
,23769,253255,-1,-1,1255905
,23770,253256,-1,-1,1255906
|cFFFFD200商店|r|n|n,23771,253257,-1,9,1255907
|cFFFFD200商店|r,23772,253290,-1,9,1255991
,23773,253291,-1,-1,1255992
,23774,253292,-1,-1,1255993
,23775,253293,-1,-1,1255994
,23776,253294,-1,-1,1255995
,23777,253295,-1,-1,1255996
|cFFFFD200商店|r|n|n,23778,253296,-1,9,1255997
,23779,253297,-1,-1,1255998
|cFFFFD200商店|r|n|n,23780,253546,-1,9,1256614
|cFFFFD200商店|r|n|n,23781,253547,-1,9,1256615
|cFFFFD200商店|r|n|n,23782,254417,-1,9,1257968
|cFFFFD200商店|r|n|n,23783,258294,-1,9,1263112
|cFFFFD200商店|r|n|n,23784,258567,-1,9,1263499
|cFFFFD200商店|r|n|n,23785,258568,-1,9,1263500
|cFFFFD200商店|r|n|n,23786,258569,-1,9,1263501
|cFFFFD200商店|r|n|n,23787,258888,-1,9,1264199
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23788,259057,-1,2,1264382
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23789,259058,-1,2,1264383
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23790,259059,-1,2,1264384
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23791,259060,-1,2,1264385
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23792,259061,-1,2,1264386
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23793,259063,-1,2,1264388
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23794,259064,-1,2,1264389
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23795,259065,-1,2,1264390
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23796,259066,-1,2,1264391
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23797,259067,-1,2,1264392
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23798,259069,-1,2,1264394
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,23799,259070,-1,2,1264395
,23800,259354,-1,-1,1264868
|cFFFFD200商店|r|n|n,23801,263290,-1,9,1270358
|cFFFFD200商店|r|n|n,23802,263291,-1,9,1270359
|cFFFFD200商店|r|n|n,23803,264384,-1,9,1271900
|cFFFFD200商店|r|n|n,23804,264396,-1,9,1271935
|cFFFFD200任務：|r天之希望|n|cFFFFD200區域：|r哈朗達|n|n|cFFFFD200商人：|r馬庫|n|cFFFFD200區域：|r哈朗達|n|cFFFFD200花費：|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23808,253443,-1,1,1256436
|cFFFFD200掉落：|r齊克特|n|cFFFFD200區域：|r盲目谷地|n|n,23809,253451,-1,0,1256444
|cFFFFD200專業技能：|r至暗之夜製皮（80）|n|n,23810,253457,-1,3,1256450
|cFFFFD200任務：|r從暗影中救出|n|cFFFFD200區域：|r祖阿曼|n|n|cFFFFD200商人：|r塔賈卡‧鋸齒|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23811,253469,-1,1,1256463
|cFFFFD200專業技能：|r至暗之夜製皮（50）|n|n,23812,243090,-1,3,1234623
|cFFFFD200任務：|r安寧地之心|n|cFFFFD200區域：|r永歌森林|n|n|cFFFFD200商人：|r賽詩倫‧蒼曦|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23814,253488,-1,1,1256482
,23815,253496,-1,-1,1256490
|cFFFFD200專業技能：|r至暗之夜銘文學（50）|n|n,23816,253508,-1,3,1256502
|cFFFFD200商人：|r凱利斯‧明曦|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r2500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23817,245941,-1,2,1240038
|cFFFFD200遊戲商城|r,23818,260728,-1,9,1266833
|cFFFFD200遊戲商城|r|n,23819,260727,-1,9,1266832
|cFFFFD200商店|r|n|n|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n,23820,260785,-1,9,1266894
|cFFFFD200商人：|r賽詩倫‧蒼曦|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r150|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23828,251911,-1,2,1253496
,23829,264499,-1,-1,1272062
|cFFFFD200任務：|r浴火重生|n|cFFFFD200區域：|r銀月城|n|n|cFFFFD200商人：|r賽詩倫‧蒼曦|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23830,263231,-1,1,1270132
,23831,264655,-1,-1,1272177
|cFFFFD200任務：|r哈謝的傳奇|n|cFFFFD200區域：|r祖阿曼|n|n|cFFFFD200商人：|r塔賈卡‧鋸齒|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23841,255648,-1,1,1259163
|cFFFFD200商人：|r虛無研究員安諾曼德|n|cFFFFD200區域：|r虛無風暴|n|cFFFFD200花費：|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23842,262607,-1,2,1269026
,23843,262608,-1,-1,1269027
|cFFFFD200商人：|r世界商人|n|cFFFFD200花費：|r1600|Hcurrency:3377|h|TInterface\ICONS\INV_10_Gathering_BioluminescentSpores_Large.BLP:0|t|h|n|n,23844,264249,-1,2,1271494
|cFFFFD200任務：|r率先知道|n|cFFFFD200區域：|r永歌森林|n|n|cFFFFD200商人：|r賽詩倫‧蒼曦|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r500|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23845,244783,-1,1,1237901
|cFFFFD200任務：|r代代相傳的一刻|n|cFFFFD200區域：|r亞肯提納|n|n|cFFFFD200商人：|r茉塔‧嘉各|n|cFFFFD200區域：|r亞肯提納|n|cFFFFD200花費：|r150|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n|n,23846,253543,-1,1,1256611
|cFFFFD200成就：|r血歌|n|cFFFFD200類別：|r至暗之夜|n|n|cFFFFD200商人：|r賽詩倫‧蒼曦|n|cFFFFD200區域：|r永歌森林|n|cFFFFD200花費：|r250|Hcurrency:3316|h|TInterface\ICONS\INV_112_RaidTrinkets_VoidPrism.BLP:0|t|h|n,23847,257367,-1,5,1261488
|cFFFFD200商人：|r深海潛水者圖納基特|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r750|Hcurrency:3373|h|TInterface\ICONS\Item_enchantedpearl.blp:0|t|h|n|n,23848,258535,-1,2,1263452
|cFFFFD200專業技能：|r卡茲阿爾加製皮（80）|n|n,23849,239214,-1,3,1227998
,23850,113503,-1,-1,1282216
|cFFFFD200商人：|r深海潛水者圖納基特|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r750|Hcurrency:3373|h|TInterface\ICONS\Item_enchantedpearl.blp:0|t|h|n|n,23851,258536,-1,2,1263453
|cFFFFD200商人：|r深海潛水者圖納基特|n|cFFFFD200區域：|r祖阿曼|n|cFFFFD200花費：|r750|Hcurrency:3373|h|TInterface\ICONS\Item_enchantedpearl.blp:0|t|h|n|n,23852,258537,-1,2,1263454
