Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
完成禁忌之境的鷹巢裂谷巡航賽道進階版。,鷹巢裂谷巡航賽道進階版：銅牌,,17246,-1,-1,0,15462,0,0,1048576,355,1002572,0,0,0,0,0,0
在禁忌之境的鷹巢裂谷巡航賽道進階版獲得通關時間銀牌。,鷹巢裂谷巡航賽道進階版：銀牌,,17247,-1,-1,17246,15462,0,0,1048576,356,1002575,0,0,0,0,0,0
在禁忌之境的鷹巢裂谷巡航賽道進階版獲得通關時間金牌。,鷹巢裂谷巡航賽道進階版：金牌,,17248,-1,-1,17247,15462,0,0,1048576,357,1002573,0,0,0,0,0,0
完成禁忌之境的鷹巢裂谷巡航賽道逆向版。,鷹巢裂谷巡航賽道逆向版：銅牌,,17249,-1,-1,0,15462,0,0,1048576,358,1002572,0,0,0,0,0,0
在禁忌之境的鷹巢裂谷巡航賽道逆向版獲得通關時間銀牌。,鷹巢裂谷巡航賽道逆向版：銀牌,,17250,-1,-1,17249,15462,0,0,1048576,359,1002575,0,0,0,0,0,0
在禁忌之境的鷹巢裂谷巡航賽道逆向版獲得通關時間金牌。,鷹巢裂谷巡航賽道逆向版：金牌,,17251,-1,-1,17250,15462,0,0,1048576,360,1002573,0,0,0,0,0,0
完成禁忌之境的南方之境賽道。,南方之境賽道：銅牌,,17252,-1,-1,0,15462,0,0,1048576,361,1002572,0,0,0,0,0,0
在禁忌之境的南方之境賽道獲得通關時間銀牌。,南方之境賽道：銀牌,,17253,-1,-1,17252,15462,0,0,1048576,362,1002575,0,0,0,0,0,0
在禁忌之境的南方之境賽道獲得通關時間金牌。,南方之境賽道：金牌,,17254,-1,-1,17253,15462,0,0,1048576,363,1002573,0,0,0,0,0,0
完成禁忌之境的南方之境賽道進階版。,南方之境賽道進階版：銅牌,,17255,-1,-1,0,15462,0,0,1048576,364,1002572,0,0,0,0,0,0
在禁忌之境的南方之境賽道進階版獲得通關時間銀牌。,南方之境賽道進階版：銀牌,,17256,-1,-1,17255,15462,0,0,1048576,365,1002575,0,0,0,0,0,0
在禁忌之境的南方之境賽道進階版獲得通關時間金牌。,南方之境賽道進階版：金牌,,17257,-1,-1,17256,15462,0,0,1048576,366,1002573,0,0,0,0,0,0
完成禁忌之境的南方之境賽道逆向版。,南方之境賽道逆向版：銅牌,,17258,-1,-1,0,15462,0,0,1048576,367,1002572,0,0,0,0,0,0
在禁忌之境的南方之境賽道逆向版獲得通關時間銀牌。,南方之境賽道逆向版：銀牌,,17259,-1,-1,17258,15462,0,0,1048576,368,1002575,0,0,0,0,0,0
在禁忌之境的南方之境賽道逆向版獲得通關時間金牌。,南方之境賽道逆向版：金牌,,17260,-1,-1,17259,15462,0,0,1048576,369,1002573,0,0,0,0,0,0
完成禁忌之境火山口雲霄賽道。,火山口雲霄賽道：銅牌,,17261,-1,-1,0,15462,0,0,1048576,370,1002572,0,0,0,0,0,0
在禁忌之境火山口雲霄賽道獲得通關時間銀牌。,火山口雲霄賽道：銀牌,,17262,-1,-1,17261,15462,0,0,1048576,371,1002575,0,0,0,0,0,0
在禁忌之境火山口雲霄賽道獲得通關時間金牌。,火山口雲霄賽道：金牌,,17263,-1,-1,17262,15462,0,0,1048576,372,1002573,0,0,0,0,0,0
完成禁忌之境火山口雲霄賽道進階版。,火山口雲霄賽道進階版：銅牌,,17264,-1,-1,0,15462,0,0,1048576,373,1002572,0,0,0,0,0,0
在禁忌之境火山口雲霄賽道進階版獲得通關時間銀牌。,火山口雲霄賽道進階版：銀牌,,17265,-1,-1,17264,15462,0,0,1048576,374,1002575,0,0,0,0,0,0
在禁忌之境火山口雲霄賽道進階版獲得通關時間金牌。,火山口雲霄賽道進階版：金牌,,17266,-1,-1,17265,15462,0,0,1048576,375,1002573,0,0,0,0,0,0
完成禁忌之境火山口雲霄賽道逆向版。,火山口雲霄賽道逆向版：銅牌,,17267,-1,-1,0,15462,0,0,1048576,376,1002572,0,0,0,0,0,0
在禁忌之境火山口雲霄賽道逆向版獲得通關時間銀牌。,火山口雲霄賽道逆向版：銀牌,,17268,-1,-1,17267,15462,0,0,1048576,377,1002575,0,0,0,0,0,0
在禁忌之境火山口雲霄賽道逆向版獲得通關時間金牌。,火山口雲霄賽道逆向版：金牌,,17269,-1,-1,17268,15462,0,0,1048576,378,1002573,0,0,0,0,0,0
完成禁忌之境急速賽道。,禁忌之境急速賽道：銅牌,,17270,-1,-1,0,15462,0,0,1048576,379,1002572,0,0,0,0,0,0
禁忌之境急速賽道獲得通關時間銀牌。,禁忌之境急速賽道：銀牌,,17271,-1,-1,17270,15462,0,0,1048576,380,1002575,0,0,0,0,0,0
在禁忌之境急速賽道獲得通關時間金牌。,禁忌之境急速賽道：金牌,,17272,-1,-1,17271,15462,0,0,1048576,381,1002573,0,0,0,0,0,0
完成禁忌之境急速賽道進階版。,禁忌之境急速賽道進階版：銅牌,,17273,-1,-1,0,15462,0,0,1048576,382,1002572,0,0,0,0,0,0
禁忌之境急速賽道進階版獲得通關時間銀牌。,禁忌之境急速賽道進階版：銀牌,,17274,-1,-1,17273,15462,0,0,1048576,383,1002575,0,0,0,0,0,0
禁忌之境急速賽道進階版獲得通關時間金牌。,禁忌之境急速賽道進階版：金牌,,17275,-1,-1,17274,15462,0,0,1048576,384,1002573,0,0,0,0,0,0
完成禁忌之境急速賽道逆向版。,禁忌之境急速賽道逆向版：銅牌,,17276,-1,-1,0,15462,0,0,1048576,385,1002572,0,0,0,0,0,0
禁忌之境急速賽道逆向版獲得通關時間銀牌。,禁忌之境急速賽道逆向版：銀牌,,17277,-1,-1,17276,15462,0,0,1048576,386,1002575,0,0,0,0,0,0
禁忌之境急速賽道逆向版獲得通關時間金牌。,禁忌之境急速賽道逆向版：金牌,,17278,-1,-1,17277,15462,0,0,1048576,387,1002573,0,0,0,0,0,0
完成禁忌之境的所有飛龍競速。,禁忌之境：銅牌,,17279,-1,-1,0,15462,0,10,131072,388,1002572,0,142370,0,0,0,0
在禁忌之境的所有普通競速中獲得銀牌。,禁忌之境：銀牌,,17280,-1,-1,17279,15462,0,10,131072,389,1002575,0,142377,0,0,0,0
在禁忌之境的所有普通競速中獲得金牌。,禁忌之境：金牌,,17281,-1,-1,17280,15462,0,10,131072,390,1002573,0,142384,0,0,0,0
完成所有禁忌之境的進階競速。,禁忌之境進階賽：銅牌,,17284,-1,-1,0,15462,0,10,131072,391,1002572,0,142396,0,0,0,0
在所有禁忌之境的進階競賽中獲得銀牌。,禁忌之境進階賽：銀牌,,17286,-1,-1,17284,15462,0,10,131072,392,1002575,0,142407,0,0,0,0
在所有禁忌之境的進階競賽中獲得金牌。,禁忌之境進階賽：金牌,,17287,-1,-1,17286,15462,0,10,131072,393,1002573,0,142414,0,0,0,0
完成所有禁忌之境的逆向版競速。,禁忌之境賽道逆向版：銅牌,,17288,-1,-1,0,15462,0,10,131072,394,1002572,0,142421,0,0,0,0
在禁忌之境的所有逆向版競速中獲得銀牌。,禁忌之境賽道逆向版：銀牌,,17289,-1,-1,17288,15462,0,10,131072,395,1002575,0,142428,0,0,0,0
在禁忌之境的所有逆向版競速中獲得金牌。,禁忌之境賽道逆向版：金牌,,17290,-1,-1,17289,15462,0,10,131072,396,1002573,0,142435,0,0,0,0
完成禁忌之境的所有飛龍競速。,禁忌之境競速制霸,,17294,-1,-1,0,15462,0,20,131072,397,1100022,0,142455,0,0,0,0
在禁忌之境的所有飛龍競速中取得銀牌。,禁忌之境競速制霸：銀牌,,17296,-1,-1,17294,15462,0,20,131072,398,1100022,0,142465,0,0,0,0
在禁忌之境的所有飛龍競速中取得金牌。,禁忌之境競速制霸：金牌,頭銜：禁忌之境競速騎師,17298,-1,-1,17296,15462,0,20,131072,399,1100022,0,142478,0,0,0,0
在2023年11月之前成為《巨龍崛起》任意組合包的擁有者。,貿易站：巨龍群島,獎勵：500枚商人的標幣,17305,-1,-1,0,15268,0,0,2230276,98,4696085,0,142517,0,0,0,0
,<DNT> Winterpelt Furbolg - 1 - Friendly,,17306,-1,-1,0,15466,0,0,3145728,68,136243,0,142519,0,0,0,0
,<DNT> Winterpelt Furbolg - 1 - Honored,,17307,-1,-1,0,15466,0,0,3145728,69,136243,0,142521,0,0,0,0
,<DNT> Winterpelt Furbolg - 1 - Revered,,17308,-1,-1,0,15466,0,0,3145728,70,136243,0,142523,0,0,0,0
,<DNT> Winterpelt Furbolg - 1 - Exalted,,17309,-1,-1,0,15466,0,0,3145728,71,136243,0,142525,0,0,0,0
,10.0序章 - 風暴 - 黯淡的原初之水,,17310,-1,-1,0,15466,0,0,3276804,92,136243,0,142541,0,0,0,0
,10.0序章 - 風暴 - 黯淡的原初火焰,,17311,-1,-1,0,15466,0,0,3276804,93,136243,0,142543,0,0,0,0
,10.0序章 - 風暴 - 黯淡的原初之土,,17312,-1,-1,0,15466,0,0,3276804,94,136243,0,142545,0,0,0,0
,10.0序章 - 風暴 - 黯淡的原初風暴,,17313,-1,-1,0,15466,0,0,3276804,95,136243,0,142547,0,0,0,0
《巨龍崛起》英雄版迷惘的織夢者坐騎的擁有者。,英雄版：迷惘的織夢者,,17314,-1,-1,0,15268,1,0,133120,38,4096390,0,142551,0,0,0,0
將下列物品交給禁忌之境的龍隊指揮官。,當我們沉睡時,,17315,-1,-1,0,15465,0,10,131072,105,134422,0,143322,0,0,0,0
榮耀位於巨龍群島的長者。,巨龍群島的長者,,17321,2574,-1,0,160,0,10,131072,14,135982,0,142615,0,0,0,0
完成巨龍群島的所有逆向版競速。,逆向版競速騎師：銅牌,,17330,-1,-1,0,15462,0,10,131072,331,1002572,0,142658,0,0,0,0
在巨龍群島的所有逆向版競速中獲得銀牌。,逆向版競速騎師：銀牌,,17331,-1,-1,17330,15462,0,10,131072,332,1002575,0,142663,0,0,0,0
在巨龍群島的所有逆向版競速中獲得金牌。,逆向版競速騎師：金牌,頭銜：逆向競速騎師,17332,-1,-1,17331,15462,0,10,131072,333,1002573,0,142668,0,0,0,0
在貿易站獲得每月特殊獎勵12次。,貿易站狂熱者,外觀：不懈正義重擔套裝和500枚商人的標幣,17334,-1,-1,0,92,0,10,131072,104,4696085,0,142673,0,0,0,0
在戰爭模式中使用旋轉急衝使一名敵方玩家解除坐騎。,空中雜技演員,,17335,-1,-1,0,15283,0,5,0,29,4640477,0,142675,0,0,0,0
在戰爭模式中使用旋轉急衝使10名敵方玩家解除坐騎。,空中雜技演員,,17336,-1,-1,17335,15283,0,5,131072,30,4640477,0,142677,0,0,0,0
,<隱藏>帳號：完成維利提斯塔茲第二季,,17338,-1,-1,0,15455,0,0,3276804,29,136243,0,142735,0,0,0,0
在巨龍崛起第1賽季中，以精英的身分贏得100場單人隨機積分賽。,傳奇：巨龍崛起第1賽季,獎勵：傳奇錦旗和賽季角色頭銜,17339,-1,-1,0,15270,0,0,14336,460,236537,0,142762,0,0,0,0
在洪荒使者未來的風暴之怒事件中，擊殺每個洪荒使者怪物。,我們共創的未來,,17342,-1,-1,0,15455,0,5,131072,13,4622478,0,142768,0,0,0,0
在風暴之怒事件中，當你擁有15層溫暖時，擊殺任何洪荒使者怪物。,熱浪來襲,,17343,-1,-1,0,15455,0,5,131072,14,237009,0,142772,0,0,0,0
收集全部七個《魔獸兵團》迷你棋。,《魔獸兵團》迷你棋：全部集齊！,,17344,-1,-1,0,15247,0,10,131072,9,5149946,0,142780,0,0,0,0
在戰爭模式中使用旋轉急衝使50名敵方玩家解除坐騎。,空中雜技演員,頭銜獎勵：天懲,17345,-1,-1,17336,15283,0,5,131072,31,4640477,0,142788,0,0,0,0
將瑪翼夫升級一次。,《魔獸兵團》迷你棋：瑪翼夫的新外觀,,17346,-1,-1,0,15247,0,5,131072,12,5149946,0,142790,0,0,0,0
將斯尼德升級一次。,《魔獸兵團》迷你棋：斯尼德的新外觀,,17347,-1,-1,0,15247,0,5,131072,14,5149948,0,142792,0,0,0,0
將夜精靈女獵手升級一次。,《魔獸兵團》迷你棋：女獵手的新外觀,,17348,-1,-1,0,15247,0,5,131072,16,5149868,0,142794,0,0,0,0
將石蹄牛頭人升級一次。,《魔獸兵團》迷你棋：牛頭人的新外觀,,17349,-1,-1,0,15247,0,5,131072,18,5149985,0,142796,0,0,0,0
將不死族食屍鬼升級一次。,《魔獸兵團》迷你棋：食屍鬼的新外觀,,17350,-1,-1,0,15247,0,5,131072,20,5149866,0,142798,0,0,0,0
將魚人升級一次。,《魔獸兵團》迷你棋：魚人的新外觀,,17351,-1,-1,0,15247,0,5,131072,22,5149947,0,142800,0,0,0,0
將龍蛋升級一次。,《魔獸兵團》迷你棋：幼龍蛋的新外觀,,17352,-1,-1,0,15247,0,5,131072,24,5149993,0,142802,0,0,0,0
將瑪翼夫升級兩次。,《魔獸兵團》迷你棋：更新的瑪翼夫外觀,,17353,-1,-1,0,15247,0,5,131072,13,5149946,0,142804,0,0,0,0
將斯尼德升級兩次。,《魔獸兵團》迷你棋：更新的斯尼德外觀,,17354,-1,-1,0,15247,0,5,131072,15,5149948,0,142806,0,0,0,0
將夜精靈女獵手升級兩次。,《魔獸兵團》迷你棋：更新的女獵手外觀,,17355,-1,-1,0,15247,0,5,131072,17,5149868,0,142808,0,0,0,0
將石蹄牛頭人升級兩次。,《魔獸兵團》迷你棋：更新的牛頭人外觀,,17356,-1,-1,0,15247,0,5,131072,19,5149985,0,142810,0,0,0,0
將不死族食屍鬼升級兩次。,《魔獸兵團》迷你棋：更新的食屍鬼外觀,,17357,-1,-1,0,15247,0,5,131072,21,5149866,0,142812,0,0,0,0
將魚人升級兩次。,《魔獸兵團》迷你棋：更新的魚人外觀,,17358,-1,-1,0,15247,0,5,131072,23,5149947,0,142814,0,0,0,0
將龍蛋升級兩次。,《魔獸兵團》迷你棋：更新的幼龍蛋外觀,,17359,-1,-1,0,15247,0,5,131072,25,5149993,0,142816,0,0,0,0
將七個《魔獸兵團》迷你棋全部升級一次。,《魔獸兵團》迷你棋：新外觀！,,17360,-1,-1,0,15247,0,10,131072,10,5149946,0,142823,0,0,0,0
將七個《魔獸兵團》迷你棋全部升級兩次。,《魔獸兵團》迷你棋：全部外觀！,,17361,-1,-1,0,15247,0,10,131072,11,5149946,0,142831,0,0,0,0
,<Hidden> 10.0 Professions Onboarding Skip Completed [DNT],,17365,-1,-1,0,15455,0,0,3145732,48,136243,0,142945,0,0,0,0
將復原的哈卡萊寶石交給對這類文物極感興趣的人。,殞落帝國的聖物,解開祖爾格拉布的古老秘密,17366,-1,-1,0,14777,0,10,131072,27,132528,0,142996,0,0,0,0
在祖爾格拉布釣起古拉巴什寶箱。,玩命戰利品,,17367,-1,-1,0,171,0,10,0,78,132595,0,143003,0,0,0,0
在澤斯克拉密庫中，使用澤斯克拉密庫鑰匙開啟50道門。,挨家挨戶,,17397,-1,-1,0,15465,0,10,131072,106,4909720,0,143163,0,0,0,0
在飛翼長駐營附近收集龍之雕紋。,龍之雕紋：飛翼長駐營,,17398,-1,-1,0,15462,0,0,1179648,400,4728198,0,0,0,0,0,0
在爪兵崗哨附近收集龍之雕紋。,龍之雕紋：爪兵崗哨,,17399,-1,-1,0,15462,0,0,1179648,401,4728198,0,0,0,0,0,0
在霜石峰附近收集龍之雕紋。,龍之雕紋：霜石峰,,17400,-1,-1,0,15462,0,0,1179648,402,4728198,0,0,0,0,0,0
在龍顱島附近收集龍之雕紋。,龍之雕紋：龍顱島,,17401,-1,-1,0,15462,0,0,1179648,403,4728198,0,0,0,0,0,0
在風裂山附近收集龍之雕紋。,龍之雕紋：風裂山,,17402,-1,-1,0,15462,0,0,1179648,404,4728198,0,0,0,0,0,0
在霜結山脊附近收集龍之雕紋。,龍之雕紋：霜結山脊,,17403,-1,-1,0,15462,0,0,1179648,405,4728198,0,0,0,0,0,0
在爪兵長駐營附近收集龍之雕紋。,龍之雕紋：爪兵長駐營,,17404,-1,-1,0,15462,0,0,1179648,406,4728198,0,0,0,0,0,0
在治癒者火山口附近收集龍之雕紋。,龍之雕紋：治癒者火山口,,17405,-1,-1,0,15462,0,0,1179648,407,4728198,0,0,0,0,0,0
在巨龍群島，以全隊都是25級的寵物完成8個寵物對戰世界任務。,巨龍群島之戰II,,17406,-1,-1,0,15119,0,10,135168,5,652174,0,143165,0,0,0,0
,<Hidden>帳號：藏寶庫地區任務完成,,17409,-1,-1,0,15455,0,0,3276804,30,136243,0,143211,0,0,0,0
在發生大災變之前，利用你的製造技能協助贊達拉部族攻入祖爾格拉布。,贊達拉部族工匠,,17410,-1,-1,0,172,0,0,2048,20,134232,0,0,0,0,0,0
在禁忌之境找到下列的龍之雕紋。,禁忌之境雕紋獵人,,17411,-1,-1,0,15462,0,20,131072,195,4672496,0,143219,0,0,0,0
在遠征北裂境之前，利用你的製造技能協助銀色黎明進攻納克薩瑪斯。,銀色黎明工匠,,17412,-1,-1,0,172,0,0,2048,19,134499,0,0,0,0,0,0
在澤斯克拉密庫中，使用澤斯克拉密庫鑰匙開啟150道門。,闖空門達人,頭銜：鑰匙大師,17413,-1,-1,17397,15465,0,15,131072,107,4909720,0,143230,0,0,0,0
,Trial of Tyr Ineligible For Spark Skip [DNT],,17420,-1,-1,0,169,0,0,1048580,60,136243,0,143312,0,0,0,0
透過招兵買馬召集令活動擁有易爆自駕工具箱寵物。,問題工具箱,,17426,-1,-1,0,15268,0,0,133120,44,4679804,0,143471,0,0,0,0
冬毛語技能達到100點。你可以用冬毛語對話！,冬毛語達人,,17427,-1,-1,0,15466,0,10,131072,2,4901295,0,143508,0,0,0,0
,<Hidden> Winterpelt Language - Send Mailer from Sonova,,17428,-1,-1,0,15455,0,0,9437184,56,136243,0,143510,0,0,0,0
完成扎拉萊克洞窟水晶環狀賽道。,水晶環狀賽道：銅牌,,17429,-1,-1,0,15462,0,0,1048576,408,1002572,0,0,0,0,0,0
在扎拉萊克洞窟水晶環狀賽道獲得通關時間銀牌。,水晶環狀賽道：銀牌,,17430,-1,-1,17429,15462,0,0,1048576,409,1002575,0,0,0,0,0,0
在扎拉萊克洞窟水晶環狀賽道獲得通關時間金牌。,水晶環狀賽道：金牌,,17431,-1,-1,17430,15462,0,0,1048576,410,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟水晶環狀賽道進階版。,水晶環狀賽道進階版：銅牌,,17432,-1,-1,0,15462,0,0,1048576,411,1002572,0,0,0,0,0,0
在扎拉萊克洞窟水晶環狀賽道進階版獲得通關時間銀牌。,水晶環狀賽道進階版：銀牌,,17433,-1,-1,17432,15462,0,0,1048576,412,1002575,0,0,0,0,0,0
在扎拉萊克洞窟水晶環狀賽道進階版獲得通關時間金牌。,水晶環狀賽道進階版：金牌,,17434,-1,-1,17433,15462,0,0,1048576,413,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟水晶環狀賽道逆向版。,水晶環狀賽道逆向版：銅牌,,17435,-1,-1,0,15462,0,0,1048576,414,1002572,0,0,0,0,0,0
在扎拉萊克洞窟水晶環狀賽道逆向版獲得通關時間銀牌。,水晶環狀賽道逆向版：銀牌,,17436,-1,-1,17435,15462,0,0,1048576,415,1002575,0,0,0,0,0,0
在扎拉萊克洞窟水晶環狀賽道逆向版獲得通關時間金牌。,水晶環狀賽道逆向版：金牌,,17437,-1,-1,17436,15462,0,0,1048576,416,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟火山口巡航賽道。,火山口巡航賽道：銅牌,,17438,-1,-1,0,15462,0,0,1048576,417,1002572,0,0,0,0,0,0
在扎拉萊克洞窟火山口巡航賽道獲得通關時間銀牌。,火山口巡航賽道：銀牌,,17439,-1,-1,17438,15462,0,0,1048576,418,1002575,0,0,0,0,0,0
在扎拉萊克洞窟火山口巡航賽道獲得通關時間金牌。,火山口巡航賽道：金牌,,17440,-1,-1,17439,15462,0,0,1048576,419,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟火山口巡航賽道進階版。,火山口巡航賽道進階版：銅牌,,17441,-1,-1,0,15462,0,0,1048576,420,1002572,0,0,0,0,0,0
在扎拉萊克洞窟火山口巡航賽道進階版獲得通關時間銀牌。,火山口巡航賽道進階版：銀牌,,17442,-1,-1,17441,15462,0,0,1048576,421,1002575,0,0,0,0,0,0
在扎拉萊克洞窟火山口巡航賽道進階版獲得通關時間金牌。,火山口巡航賽道進階版：金牌,,17443,-1,-1,17442,15462,0,0,1048576,422,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟火山口巡航賽道逆向版。,火山口巡航賽道逆向版：銅牌,,17444,-1,-1,0,15462,0,0,1048576,423,1002572,0,0,0,0,0,0
在扎拉萊克洞窟火山口巡航賽道逆向版獲得通關時間銀牌。,火山口巡航賽道逆向版：銀牌,,17445,-1,-1,17444,15462,0,0,1048576,424,1002575,0,0,0,0,0,0
在扎拉萊克洞窟火山口巡航賽道逆向版獲得通關時間金牌。,火山口巡航賽道逆向版：金牌,,17446,-1,-1,17445,15462,0,0,1048576,425,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟磺石混合賽道。,磺石混合賽道：銅牌,,17447,-1,-1,0,15462,0,0,1048576,426,1002572,0,0,0,0,0,0
在扎拉萊克洞窟磺石混合賽道獲得通關時間銀牌。,磺石混合賽道：銀牌,,17448,-1,-1,17447,15462,0,0,1048576,427,1002575,0,0,0,0,0,0
在扎拉萊克洞窟磺石混合賽道獲得通關時間金牌。,磺石混合賽道：金牌,,17449,-1,-1,17448,15462,0,0,1048576,428,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟磺石混合賽道進階版。,磺石混合賽道進階版：銅牌,,17450,-1,-1,0,15462,0,0,1048576,429,1002572,0,0,0,0,0,0
在扎拉萊克洞窟磺石混合賽道進階版獲得通關時間銀牌。,磺石混合賽道進階版：銀牌,,17451,-1,-1,17450,15462,0,0,1048576,430,1002575,0,0,0,0,0,0
在扎拉萊克洞窟磺石混合賽道進階版獲得通關時間金牌。,磺石混合賽道進階版：金牌,,17452,-1,-1,17451,15462,0,0,1048576,431,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟磺石混合賽道逆向版。,磺石混合賽道逆向版：銅牌,,17453,-1,-1,0,15462,0,0,1048576,432,1002572,0,0,0,0,0,0
在扎拉萊克洞窟磺石混合賽道逆向版獲得通關時間銀牌。,磺石混合賽道逆向版：銀牌,,17454,-1,-1,17453,15462,0,0,1048576,433,1002575,0,0,0,0,0,0
在扎拉萊克洞窟磺石混合賽道逆向版獲得通關時間金牌。,磺石混合賽道逆向版：金牌,,17455,-1,-1,17454,15462,0,0,1048576,434,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟幻光彎道。,幻光彎道：銅牌,,17456,-1,-1,0,15462,0,0,1048576,435,1002572,0,0,0,0,0,0
在扎拉萊克洞窟幻光彎道獲得通關時間銀牌。,幻光彎道：銀牌,,17457,-1,-1,17456,15462,0,0,1048576,436,1002575,0,0,0,0,0,0
在扎拉萊克洞窟幻光彎道獲得通關時間金牌。,幻光彎道：金牌,,17458,-1,-1,17457,15462,0,0,1048576,437,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟幻光彎道進階版。,幻光彎道進階版：銅牌,,17459,-1,-1,0,15462,0,0,1048576,438,1002572,0,0,0,0,0,0
在扎拉萊克洞窟幻光彎道進階版獲得通關時間銀牌。,幻光彎道進階版：銀牌,,17460,-1,-1,17459,15462,0,0,1048576,439,1002575,0,0,0,0,0,0
在扎拉萊克洞窟幻光彎道進階版獲得通關時間金牌。,幻光彎道進階版：金牌,,17461,-1,-1,17460,15462,0,0,1048576,440,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟幻光彎道逆向版。,幻光彎道逆向版：銅牌,,17462,-1,-1,0,15462,0,0,1048576,441,1002572,0,0,0,0,0,0
在扎拉萊克洞窟幻光彎道逆向版獲得通關時間銀牌。,幻光彎道逆向版：銀牌,,17463,-1,-1,17462,15462,0,0,1048576,442,1002575,0,0,0,0,0,0
在扎拉萊克洞窟幻光彎道逆向版獲得通關時間金牌。,幻光彎道逆向版：金牌,,17464,-1,-1,17463,15462,0,0,1048576,443,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟洛姆漫遊賽道。,洛姆漫遊賽道：銅牌,,17465,-1,-1,0,15462,0,0,1048576,444,1002572,0,0,0,0,0,0
在扎拉萊克洞窟洛姆漫遊賽道獲得通關時間銀牌。,洛姆漫遊賽道：銀牌,,17466,-1,-1,17465,15462,0,0,1048576,445,1002575,0,0,0,0,0,0
在扎拉萊克洞窟洛姆漫遊賽道獲得通關時間金牌。,洛姆漫遊賽道：金牌,,17467,-1,-1,17466,15462,0,0,1048576,446,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟洛姆漫遊賽道進階版。,洛姆漫遊賽道進階版：銅牌,,17468,-1,-1,0,15462,0,0,1048576,447,1002572,0,0,0,0,0,0
在扎拉萊克洞窟洛姆漫遊賽道進階版獲得通關時間銀牌。,洛姆漫遊賽道進階版：銀牌,,17469,-1,-1,17468,15462,0,0,1048576,448,1002575,0,0,0,0,0,0
在扎拉萊克洞窟洛姆漫遊賽道進階版獲得通關時間金牌。,洛姆漫遊賽道進階版：金牌,,17470,-1,-1,17469,15462,0,0,1048576,449,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟洛姆漫遊賽道逆向版。,洛姆漫遊賽道逆向版：銅牌,,17471,-1,-1,0,15462,0,0,1048576,450,1002572,0,0,0,0,0,0
在扎拉萊克洞窟洛姆漫遊賽道逆向版獲得通關時間銀牌。,洛姆漫遊賽道逆向版：銀牌,,17472,-1,-1,17471,15462,0,0,1048576,451,1002575,0,0,0,0,0,0
在扎拉萊克洞窟洛姆漫遊賽道逆向版獲得通關時間金牌。,洛姆漫遊賽道逆向版：金牌,,17473,-1,-1,17472,15462,0,0,1048576,452,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟硫化奔馳賽道。,硫化奔馳賽道：銅牌,,17474,-1,-1,0,15462,0,0,1048576,453,1002572,0,0,0,0,0,0
在扎拉萊克洞窟硫化奔馳賽道獲得通關時間銀牌。,硫化奔馳賽道：銀牌,,17475,-1,-1,17474,15462,0,0,1048576,454,1002575,0,0,0,0,0,0
在扎拉萊克洞窟硫化奔馳賽道獲得通關時間金牌。,硫化奔馳賽道：金牌,,17476,-1,-1,17475,15462,0,0,1048576,455,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟硫化奔馳賽道進階版。,硫化奔馳賽道進階版：銅牌,,17477,-1,-1,0,15462,0,0,1048576,456,1002572,0,0,0,0,0,0
在扎拉萊克洞窟硫化奔馳賽道進階版獲得通關時間銀牌。,硫化奔馳賽道進階版：銀牌,,17478,-1,-1,17477,15462,0,0,1048576,457,1002575,0,0,0,0,0,0
在扎拉萊克洞窟硫化奔馳賽道進階版獲得通關時間金牌。,硫化奔馳賽道進階版：金牌,,17479,-1,-1,17478,15462,0,0,1048576,458,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟硫化奔馳賽道逆向版。,硫化奔馳賽道逆向版：銅牌,,17480,-1,-1,0,15462,0,0,1048576,459,1002572,0,0,0,0,0,0
在扎拉萊克洞窟硫化奔馳賽道逆向版獲得通關時間銀牌。,硫化奔馳賽道逆向版：銀牌,,17481,-1,-1,17480,15462,0,0,1048576,460,1002575,0,0,0,0,0,0
在扎拉萊克洞窟硫化奔馳賽道逆向版獲得通關時間金牌。,硫化奔馳賽道逆向版：金牌,,17482,-1,-1,17481,15462,0,0,1048576,461,1002573,0,0,0,0,0,0
完成扎拉萊克洞窟的所有競賽。,扎拉萊克洞窟：銅牌,,17483,-1,-1,0,15462,0,10,131072,462,1002572,0,143513,0,0,0,0
