ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
7017,熄滅,,0,1,34,1,10
7018,帝王,,0,1,31,0,0
7019,執法者,,0,1,31,0,1
7020,尖刺,,0,1,31,0,2
7021,帕骷之息,,0,1,31,0,3
7022,迦尼的恩典,,0,1,31,0,4
7023,潛行,,0,1,31,0,5
7024,遠古帝國,,0,1,31,0,6
7025,佐卡洛,,0,1,31,0,8
7026,國王,,0,1,31,0,7
7027,迅猛龍尾辮,,0,1,31,0,9
7028,豪華,,0,1,31,0,10
7029,格拉爾,,0,1,31,0,11
7036,Foehawk,,0,1,31,1,0
7037,匕首尖尾辮,,0,1,31,1,1
7038,墓塚,,0,1,31,1,2
7039,秘宗,,0,1,31,1,3
7040,戰辮,,0,1,31,1,4
7041,擊殺數,,0,1,31,1,5
7042,拉斯塔瑞,,0,1,31,1,6
7043,暴掠龍巢,,0,1,31,1,7
7044,獵頭者,,0,1,31,1,8
7045,贊達拉永垂不朽,,0,1,31,1,9
7046,馱馬,,0,1,32,1,0
7047,蓬鬆,,0,1,32,1,1
7048,船形,,0,1,32,1,2
7049,海波浪,,0,1,32,1,3
7050,海軍府,,0,1,32,1,4
7051,魚尾,,0,1,32,1,5
7052,海之珍珠,,0,1,32,1,6
7053,漂流,,0,1,32,1,7
7054,海灘浪花,,0,1,32,1,8
7055,海軍頭,,0,1,32,0,0
7056,裂髮,,0,1,32,0,1
7057,低潮,,0,1,32,0,2
7058,信風,,0,1,32,0,3
7059,順風頭,,0,1,32,0,4
7060,裏海,,0,1,32,0,5
7061,,,3,10,4,1,22
7062,,,3,10,4,0,22
7063,,,1,1,25,1,0
7064,,,1,1,25,1,1
7065,,,1,1,25,1,2
7066,,,1,1,25,1,4
7067,,,1,1,25,1,10
7068,,,1,1,25,1,11
7069,,,1,1,25,1,3
7070,,,1,1,25,1,5
7071,,,1,1,25,1,6
7072,,,1,1,25,1,7
7073,,,1,1,25,1,8
7074,,,1,1,25,1,9
7075,,,1,1,26,1,0
7076,,,1,1,26,1,1
7077,,,1,1,26,1,2
7078,,,1,1,26,1,3
7079,,,1,1,26,1,4
7080,,,1,1,26,1,5
7081,,,1,1,26,1,6
7082,,,1,1,26,1,7
7083,,,1,1,26,1,8
7084,,,1,1,26,1,9
7085,,,1,1,26,1,10
7086,,,1,1,26,1,11
7173,,,3,10,31,0,0
7174,,,3,10,31,0,1
7175,,,3,10,31,0,2
7176,,,3,10,31,0,3
7177,,,3,10,31,0,4
7178,,,3,10,31,0,5
7179,,,4,2,31,0,0
7180,,,4,2,31,0,1
7181,,,4,2,31,0,2
7182,,,4,2,31,0,3
7183,,,4,2,31,0,4
7184,,,5,1,31,0,0
7185,,,5,1,31,0,1
7186,,,5,1,31,0,2
7187,,,5,1,31,0,3
7188,,,6,1,31,0,0
7189,,,6,1,31,0,1
7190,,,6,1,31,0,2
7191,,,6,1,31,0,3
7192,,,6,1,31,0,4
7193,,,6,1,31,0,5
7194,,,6,1,31,0,6
7195,,,7,1,31,0,0
7196,,,7,1,31,0,1
7197,,,7,1,31,0,2
7198,,,7,1,31,0,3
7199,,,7,1,31,0,4
7200,,,7,1,31,0,5
7201,,,3,10,31,1,0
7202,,,3,10,31,1,1
7203,,,3,10,31,1,2
7204,,,3,10,31,1,3
7205,,,3,10,31,1,4
7206,,,3,10,31,1,5
7207,,,4,2,31,1,0
7208,,,4,2,31,1,1
7209,,,4,2,31,1,2
7210,,,4,2,31,1,3
7211,,,4,2,31,1,4
7212,,,5,1,31,1,0
7213,,,5,1,31,1,1
7214,,,5,1,31,1,2
7215,,,5,1,31,1,3
7216,,,6,1,31,1,0
7217,,,6,1,31,1,1
7218,,,6,1,31,1,2
7219,,,6,1,31,1,3
7220,,,6,1,31,1,4
7221,,,6,1,31,1,5
7222,,,6,1,31,1,6
7223,,,7,1,31,1,0
7224,,,7,1,31,1,1
7225,,,7,1,31,1,2
7226,,,0,1,32,0,6
7227,無鬍子,,2,0.75,32,0,0
7228,翹鬍子,,2,0.75,32,0,1
7229,下巴,,2,0.75,32,0,2
7230,精心梳理,,2,0.75,32,0,3
7231,山羊鬍,,2,0.75,32,0,4
7232,落腮鬍,,2,0.75,32,0,5
7233,絡腮鬍,,2,0.75,32,0,6
7234,鬢角和山羊鬍,,2,0.75,32,0,7
7235,鬍鬚和山羊鬍,,2,0.75,32,0,8
7236,鬍鬚和下巴,,2,0.75,32,0,9
7237,鬢角和鬍鬚,,2,0.75,32,0,10
7238,,,3,10,32,0,0
7239,,,3,10,32,0,1
7240,,,3,10,32,0,2
7241,,,3,10,32,0,3
7242,,,3,10,32,0,4
7243,,,3,10,32,0,5
7244,,,4,2,32,0,0
7245,,,4,2,32,0,1
7246,,,3,10,32,1,0
7247,,,3,10,32,1,1
7248,,,3,10,32,1,2
7249,,,3,10,32,1,3
7250,,,3,10,32,1,4
7251,,,3,10,32,1,5
7252,,,4,2,32,1,0
7253,,,4,2,32,1,1
7254,,,4,2,32,1,2
7255,,,4,2,32,1,3
7256,,,4,2,32,1,4
7257,,,4,2,32,1,5
7258,,,4,2,32,1,6
7265,,,2,0.75,31,1,0
7266,,,2,0.75,31,1,1
7267,,,2,0.75,31,1,2
7268,,,2,0.75,31,1,3
7269,,,2,0.75,31,1,4
7270,,,2,0.75,31,1,5
7271,,,4,2,32,0,2
7272,,,4,2,32,0,3
7273,,,4,2,32,0,4
7274,,,4,2,32,0,5
7275,,,4,2,32,0,6
7324,髭鬚絡腮鬍,,2,0.75,32,0,11
7325,不戴項鍊,,7,1,32,1,0
7326,貝殼項鍊,,7,1,32,1,1
7327,黃金項鍊,,7,1,32,1,2
7328,珍珠項鍊,,7,1,32,1,3
7329,貝殼項鍊,,7,1,32,1,4
7330,青綠石項鍊,,7,1,32,1,5
7331,珍珠項鍊,,7,1,32,1,6
7332,不戴耳環,,6,1,32,1,0
7333,圈環耳環,,6,1,32,1,1
7334,珍珠耳環,,6,1,32,1,2
7335,青綠石耳環,,6,1,32,1,3
7336,小珍珠耳環,,6,1,32,1,4
7337,青綠石耳墜,,6,1,32,1,5
7338,小圈環耳環,,6,1,32,1,6
7341,,,4,2,31,0,5
7342,,,4,2,31,1,5
7351,,,4,2,22,0,15
7352,,,4,2,22,0,16
7353,,,4,2,22,0,17
7354,,,4,2,22,0,18
7355,,,4,2,22,1,28
7356,,,4,2,22,1,29
7357,,,4,2,22,1,30
7358,,,4,2,22,1,31
7359,沙漠,,5,1,35,0,0
7360,沙漠,,5,1,35,1,0
7361,森林,,5,1,35,0,1
7362,平原,,5,1,35,0,2
7363,森林,,5,1,35,1,1
7364,平原,,5,1,35,1,2
7365,,,3,10,35,0,0
7366,,,3,10,35,0,1
7367,,,3,10,35,0,2
7368,,,3,10,35,0,3
7369,,,3,10,35,0,4
7370,,,3,10,35,0,5
7371,,,3,10,35,0,6
7372,,,3,10,35,0,7
7373,,,4,2,35,0,0
7374,,,4,2,35,0,1
7375,,,4,2,35,0,2
7376,,,4,2,35,0,3
7377,,,4,2,35,0,4
7378,,,4,2,35,0,5
7379,,,6,1,35,0,0
7380,,,6,1,35,0,1
7381,,,6,1,35,0,2
7382,,,6,1,35,0,3
7383,,,6,1,35,0,4
7384,流浪劍士,,2,0.75,35,0,0
7512,蠟鬍,,0,1,37,0,0
7513,左右平飛,,0,1,37,0,1
7514,妖魔鬼怪,,0,1,37,0,2
7515,山羊雙角,,0,1,37,0,3
7516,集束衝天,,0,1,37,0,4
7517,發明家,,0,1,37,0,5
7518,,,1,1,37,0,0
7519,清潔,,2,0.75,37,0,0
7520,推進器,,2,0.75,37,0,1
7521,翹鬍子,,2,0.75,37,0,2
7522,勘探者,,2,0.75,37,0,3
7523,時尚風頭,,2,0.75,37,0,4
7524,海象爭鋒,,2,0.75,37,0,5
7525,,,3,1,37,0,0
7526,,,3,1,37,0,1
7527,,,3,1,37,0,2
7528,,,3,1,37,0,3
7529,,,3,1,37,0,4
7530,,,3,1,37,0,5
7531,,,3,1,37,0,6
7532,,,3,1,37,0,7
7533,,,3,1,37,0,8
7534,,,3,1,37,0,9
7535,,,3,1,37,0,10
7536,,,3,1,37,0,11
7537,,,3,1,37,0,12
7538,,,3,1,37,0,13
7539,,,3,1,37,0,14
7540,,,4,2,37,0,0
7541,,,4,2,37,0,1
7542,,,4,2,37,0,2
7543,,,4,2,37,0,3
7544,,,4,2,37,0,4
7545,,,5,1,37,0,0
7546,,,5,1,37,0,1
7547,,,5,1,37,0,2
7548,,,5,1,37,0,3
7549,,,5,1,37,0,4
7550,,,5,1,37,0,5
7551,,,5,1,37,0,6
7552,,,5,1,37,0,7
7553,,,5,1,37,0,8
7554,,,5,1,37,0,9
7555,,,5,1,37,0,10
7556,,,5,1,37,0,11
7557,,,5,1,37,0,12
7558,,,5,1,37,0,13
7559,,,5,1,37,0,14
7560,,,5,1,37,0,15
7561,,,5,1,37,0,16
7562,,,5,1,37,0,17
7563,,,5,1,37,0,18
7564,,,5,1,37,0,19
7565,,,6,1,37,0,0
7566,,,6,1,37,0,1
7567,,,6,1,37,0,2
7568,,,6,1,37,0,3
7569,,,7,1,37,0,0
7570,,,7,1,37,0,1
7571,濃密辮髮,,0,1,37,1,0
7572,勝利卷髮,,0,1,37,1,1
7573,蓬鬆,,0,1,37,1,2
7574,活塞,,0,1,37,1,3
7575,搖軸,,0,1,37,1,4
7576,機軸,,0,1,37,1,5
7577,瘋狂小妖精,,0,1,37,1,6
7578,溫和波浪,,0,1,37,1,7
7579,,,3,1,37,1,0
7580,,,3,1,37,1,1
7581,,,3,1,37,1,2
7582,,,3,1,37,1,3
7583,,,3,1,37,1,4
7584,,,3,1,37,1,5
7585,,,3,1,37,1,6
7586,,,3,1,37,1,7
7587,,,3,1,37,1,8
7588,,,3,1,37,1,9
7589,,,3,1,37,1,10
7590,,,3,1,37,1,11
7591,,,3,1,37,1,12
7592,,,3,1,37,1,13
7593,,,3,1,37,1,14
7594,,,4,2,37,1,0
7595,,,4,2,37,1,1
7596,,,4,2,37,1,2
7597,,,4,2,37,1,3
7598,,,4,2,37,1,4
7599,,,4,2,37,1,5
7600,,,5,1,37,1,0
7601,,,5,1,37,1,1
7602,,,5,1,37,1,2
7603,,,5,1,37,1,3
7604,,,5,1,37,1,4
7605,,,5,1,37,1,5
7606,,,5,1,37,1,6
7607,,,5,1,37,1,7
7608,,,5,1,37,1,8
7609,,,5,1,37,1,9
7610,,,5,1,37,1,10
7611,,,5,1,37,1,11
7612,,,5,1,37,1,12
7613,,,5,1,37,1,13
7614,,,5,1,37,1,14
7615,,,5,1,37,1,15
7616,,,5,1,37,1,16
7617,,,5,1,37,1,17
7618,,,5,1,37,1,18
7619,,,5,1,37,1,19
7620,,,6,1,37,1,0
7621,,,6,1,37,1,1
7622,,,6,1,37,1,2
7623,,,6,1,37,1,3
7624,,,7,1,37,1,0
7625,,,7,1,37,1,1
7626,流浪風,,2,0.75,35,0,1
7627,謙恭有禮,,2,0.75,35,0,2
7628,簡潔有力,,2,0.75,35,0,3
7629,前衛,,2,0.75,35,0,4
7630,銳利,,2,0.75,35,0,5
7631,疾風捲,,2,0.75,35,0,6
7632,瀟灑時髦,,2,0.75,35,0,7
7633,流氓,,2,0.75,35,0,8
7634,髒毛,,2,0.75,35,0,9
7635,掠奪者,,2,0.75,35,0,10
7636,捕獵者,,2,0.75,35,0,11
7637,,,3,10,35,1,1
7638,,,3,10,35,1,2
7639,,,3,10,35,1,3
7640,,,3,10,35,1,4
7641,,,3,10,35,1,5
7642,,,3,10,35,1,6
7643,,,3,10,35,1,7
7644,,,3,10,35,1,0
7645,,,4,2,35,1,0
7646,,,4,2,35,1,1
7647,,,4,2,35,1,2
7648,,,4,2,35,1,3
7649,,,4,2,35,1,4
7650,,,4,2,35,1,5
7651,異種武器,,2,0.75,35,1,0
7652,沙漠,,2,0.75,35,1,1
7653,前衛,,2,0.75,35,1,2
7654,銳利,,2,0.75,35,1,3
7655,任性唯我,,2,0.75,35,1,4
7656,全神戒備,,2,0.75,35,1,5
7657,搞怪風,,2,0.75,35,1,6
7658,休閒舒適,,2,0.75,35,1,7
7659,被束縛,,2,0.75,35,1,8
7660,捲曲,,2,0.75,35,1,9
7661,流氓,,2,0.75,35,1,10
7662,髒毛,,2,0.75,35,1,11
7663,驍勇,,2,0.75,35,1,12
7664,刀痕,,2,0.75,35,1,13
7665,優雅裝飾,,2,0.75,35,1,14
7666,經典,,2,0.75,35,1,15
7667,,,6,1,35,1,0
7668,,,6,1,35,1,1
7669,,,6,1,35,1,2
7670,,,6,1,35,1,3
7671,,,6,1,35,1,4
7672,,,6,1,35,1,5
7673,,,6,1,35,0,5
7674,,,1,1,37,0,1
7675,,,1,1,37,0,2
7676,,,1,1,37,0,3
7677,,,1,1,37,0,4
7678,,,1,1,37,0,5
7679,,,1,1,37,0,6
7680,,,1,1,37,0,7
7681,,,1,1,37,1,0
7682,,,1,1,37,1,1
7683,,,1,1,37,1,2
7684,,,1,1,37,1,3
7685,,,1,1,37,1,4
7686,,,1,1,37,1,5
7687,,,1,1,37,1,6
7688,通風透氣,,0,1,37,0,6
